# {"t_start": 1587789559.7062473, "env_id": "DartHopperPT-v1"} 
r,l,t
-2.162248,3,8.141876
-3.482855,3,8.144169
-4.150709,4,8.148115
-5.172757,6,8.148188
-1.24542,5,8.14824
-2.44241,5,8.152073
0.726221,7,8.15211
-2.699894,2,8.152206
-5.237798,6,8.156408
4.788107,11,8.158328
0.609928,5,8.158534
-2.996928,4,8.160436
-2.756942,6,8.164342
0.424384,9,8.166461
-1.057835,5,8.168495
-3.998642,7,8.170735
2.582621,6,8.172717
0.123441,17,8.172764
-3.220828,4,8.172836
-2.423323,9,8.176725
-4.08414,5,8.176974
-4.069731,3,8.179161
-2.319963,3,8.179295
-1.848628,4,8.181379
-5.532637,7,8.183471
-3.228505,3,8.183596
2.118252,17,8.187502
-1.119613,10,8.19133
-1.112717,4,8.191513
-7.120806,6,8.193401
-1.553243,3,8.193591
-4.893782,7,8.193636
-3.167997,9,8.195682
-6.360657,6,8.195757
-3.576532,9,8.197716
-2.654228,3,8.201647
-3.853685,5,8.201871
-3.467131,4,8.204149
-3.189196,2,8.206217
-2.373952,7,8.208478
-2.373089,9,8.210582
-3.77594,8,8.210606
-0.167207,11,8.216634
-3.044559,4,8.216718
-1.042663,7,8.217087
-3.595807,5,8.221274
-3.73747,7,8.221342
-2.372996,12,8.223437
1.638533,9,8.223579
-3.802984,3,8.227566
-1.598349,5,8.227772
-0.143218,6,8.229679
-4.073613,9,8.229829
-3.445125,8,8.233824
-7.204334,6,8.235893
-1.569608,8,8.23787
-5.535515,6,8.239823
-3.815231,5,8.24007
-2.833408,4,8.242088
-3.844376,8,8.243923
-3.39967,4,8.244083
-1.104542,3,8.244298
-3.320865,3,8.246295
-4.204729,4,8.248426
-4.16751,4,8.250603
2.660571,15,8.254436
-2.874445,5,8.256516
-3.967047,5,8.258551
-0.345844,7,8.258653
0.907962,8,8.26047
-4.036497,8,8.260927
-0.388327,4,8.262972
-6.405855,8,8.267111
-4.111335,4,8.269165
-6.669496,20,8.271086
-2.311911,7,8.271165
-5.046331,4,8.271343
-3.416801,3,8.273314
-7.702268,8,8.275255
-3.720875,3,8.277285
-3.142633,4,8.279455
-4.356747,4,8.281457
-5.884749,6,8.283468
-8.098097,13,8.28532
-0.265705,13,8.287207
-3.686861,3,8.287326
-6.770604,6,8.289248
0.088617,11,8.291075
-5.186887,6,8.291181
-4.099776,5,8.293277
-4.549361,4,8.295111
-1.935831,6,8.297453
-1.983676,4,8.299388
-5.175794,7,8.303521
-3.532383,6,8.305439
-1.69484,5,8.305525
-3.206179,16,8.307553
-7.232402,5,8.307736
-0.398577,10,8.307961
-0.22071,4,8.311975
-5.520413,5,8.315721
-2.251374,5,8.317619
1.023659,6,8.317727
-1.904332,9,8.317729
-4.490548,4,8.320029
-4.515844,7,8.322068
-2.614023,3,8.324183
-3.375539,9,8.326087
-1.75755,4,8.326109
-4.036276,5,8.326184
-3.906283,3,8.326514
-2.693651,2,8.330493
-1.518644,7,8.332484
-1.06953,5,8.332585
-3.688251,4,8.332597
-3.568672,3,8.332753
-3.059007,21,8.334769
-3.272408,3,8.336764
-1.571894,7,8.340862
-3.264059,4,8.340877
-2.627853,4,8.34088
1.754253,9,8.344697
-3.185291,4,8.344901
-5.258637,6,8.346973
-4.737481,8,8.348936
-3.599727,8,8.349128
-2.430104,3,8.351147
-3.332025,6,8.353437
-1.658184,6,8.357398
-2.00003,5,8.357555
-5.58312,8,8.357783
-1.607794,5,8.359837
-4.070713,6,8.361968
0.902436,7,8.365769
-14.308014,14,8.369893
1.976279,8,8.369968
-0.692788,7,8.372112
-3.612089,6,8.374185
-0.41306,5,8.376393
-4.136765,4,8.378543
-1.598801,4,8.378734
-1.895597,11,8.380828
-11.539775,12,8.382825
-1.351456,4,8.384881
-2.943283,3,8.38527
-2.648355,4,8.389393
-5.860554,5,8.389397
-3.206647,3,8.395323
-6.824519,5,8.395324
-3.500657,11,8.395339
-2.266506,6,8.39719
12.404063,18,8.397272
-7.454375,8,8.399713
-3.02527,3,8.403811
-4.885243,4,8.405689
-3.463825,4,8.40808
-3.502569,3,8.411855
-6.734606,11,8.411949
-5.945062,9,8.414107
-2.688422,10,8.415974
-0.801534,7,8.418145
18.397462,22,8.420015
-3.38917,4,8.420059
-1.862895,4,8.420255
-4.369752,3,8.42601
-1.54316,4,8.428316
-0.330507,5,8.430166
0.014833,11,8.430203
-1.742211,6,8.430252
-3.986478,8,8.432183
0.403066,19,8.434166
-2.985889,5,8.43996
-3.012867,5,8.441821
1.112818,6,8.441859
-8.296234,8,8.441997
-1.694593,9,8.446179
-0.746807,6,8.451819
1.932043,9,8.451969
-1.045315,6,8.454027
2.807469,12,8.45404
-5.391647,6,8.454145
10.257948,20,8.454158
0.009201,9,8.459996
-2.9345,4,8.460155
-2.446641,5,8.464031
-0.639343,5,8.464087
-1.568597,9,8.464254
-5.773938,6,8.466171
-6.506221,7,8.466232
-2.677442,3,8.466389
-3.883224,3,8.466467
-1.225262,3,8.470438
-1.301323,11,8.476319
-4.730536,6,8.478381
-3.339632,6,8.478619
-4.32427,5,8.480667
-1.4913,9,8.482807
-1.903059,4,8.486906
-4.24736,5,8.488755
-2.784074,3,8.488858
-5.907999,7,8.490682
-3.369661,6,8.492825
-4.496002,13,8.49295
-2.318189,3,8.493023
0.950632,14,8.495062
-1.222916,3,8.496953
2.776404,16,8.49718
-4.344038,4,8.501028
0.344106,6,8.501243
-2.614131,4,8.505505
-5.690832,7,8.507554
-7.167057,7,8.50951
-2.127268,6,8.513662
-4.853059,6,8.513783
-4.930473,4,8.51574
-1.199375,11,8.515791
-4.377831,6,8.517858
-0.945388,4,8.521785
3.506352,7,8.523764
1.557772,17,8.523883
-1.544122,5,8.523957
1.621878,14,8.525983
-3.824946,6,8.527958
-4.056651,3,8.530045
-0.562734,7,8.530071
-1.569137,3,8.532013
-0.218066,5,8.532257
-0.89101,8,8.534368
-2.501028,3,8.536484
-4.845328,5,8.538359
-5.137397,8,8.540549
-1.28725,4,8.540574
-0.367894,5,8.542592
-7.190995,6,8.542845
-5.149723,4,8.548645
0.189737,7,8.548806
-3.582867,4,8.548962
-5.843297,6,8.551067
-2.118161,4,8.551073
-5.723661,9,8.554897
-2.867217,15,8.555153
-6.022482,6,8.555207
-2.828505,4,8.559296
-2.238178,4,8.559378
-3.585059,7,8.563443
-2.868982,6,8.567579
2.70213,8,8.571569
0.366127,6,8.571592
-5.4329,5,8.577524
-2.229135,15,8.579437
-1.770073,4,8.579587
8.24461,16,8.581688
-5.169223,13,8.581799
-2.670292,2,8.585864
-2.568818,3,8.585865
-7.420654,8,8.587977
-3.33936,3,8.588243
4.705522,13,8.590271
0.287363,6,8.590469
-9.311305,16,8.592549
-1.478388,7,8.594917
-2.881346,5,8.600785
-2.644704,4,8.60285
-4.829521,6,8.602908
1.371552,8,8.604745
-0.971429,10,8.606664
0.1995,10,8.609039
-0.33699,9,8.610977
-2.438056,4,8.611187
-2.582662,5,8.613516
-5.524295,5,8.615429
-2.222876,6,8.619663
-2.740434,3,8.619688
6.247936,16,8.619872
-5.774905,6,8.623787
-3.111987,4,8.62389
-4.999839,7,8.625848
-2.613195,2,8.627899
-4.526144,9,8.627897
-1.691153,13,8.628046
-4.481535,6,8.631968
-2.076693,3,8.633992
-2.096285,9,8.637848
-2.108263,5,8.63819
1.216227,7,8.642331
0.176533,11,8.642606
-2.428031,5,8.644642
-5.247437,9,8.644653
-0.309663,10,8.644658
-4.068714,3,8.648665
-1.022416,6,8.650725
-3.44536,3,8.65093
-4.087254,5,8.655059
-8.165063,7,8.657052
-2.490414,3,8.657055
4.673412,13,8.659027
-0.554875,11,8.660956
-0.659018,6,8.661094
-3.956683,3,8.661308
-8.906019,9,8.663326
-2.651483,2,8.663512
-5.068247,5,8.667283
-0.854826,6,8.669329
-0.053887,4,8.669347
0.387397,5,8.671237
-6.463653,5,8.673101
-1.289599,6,8.673281
-3.426632,6,8.678866
-2.691989,3,8.679127
-3.139129,5,8.679172
-0.616914,6,8.683374
-6.077253,10,8.683409
-3.105343,3,8.685604
-3.46752,8,8.689553
-3.300266,6,8.691535
-1.182808,7,8.693778
-7.635328,5,8.69383
-1.385705,4,8.693889
-1.32042,6,8.695823
-1.790366,4,8.697744
-2.692103,2,8.697823
-1.408354,4,8.703722
-6.465454,26,8.703812
-2.709903,6,8.703875
-3.926737,5,8.70394
-4.942714,5,8.704101
13.289526,17,8.704153
-2.608033,4,8.706036
-2.811737,2,8.70824
-4.411118,3,8.710069
-1.333696,3,8.710182
-3.180955,3,8.714232
-2.628419,2,8.71432
-1.243427,6,8.716327
6.282527,10,8.718604
-1.361787,4,8.718656
-4.034507,6,8.718671
-3.323337,7,8.718763
-0.404835,4,8.722956
0.774121,6,8.726876
-2.454873,2,8.727234
-2.509623,6,8.729135
-5.566854,6,8.731456
-3.69313,3,8.733645
-3.741256,7,8.733654
-0.885083,7,8.733727
-2.913599,3,8.735665
-3.177499,8,8.735974
-12.91604,16,8.7382
-6.547865,6,8.740126
-3.324039,4,8.740335
0.189168,4,8.742403
-4.98162,6,8.74643
-2.335682,5,8.746538
-4.045065,8,8.750556
-4.638062,5,8.752787
0.604861,9,8.754627
0.993296,7,8.754808
-0.01975,9,8.758687
-5.768211,6,8.758919
-2.44239,3,8.758961
-2.644374,5,8.760984
-1.961142,11,8.761004
2.650108,8,8.762988
-3.063597,2,8.76508
-4.47102,8,8.771133
-1.544624,9,8.77303
-1.592922,7,8.773226
-4.742433,8,8.777018
-1.301866,9,8.777102
-2.033433,3,8.779293
0.08098,7,8.77951
-3.436277,4,8.781653
-2.097432,11,8.781768
-1.542521,10,8.783829
-4.714632,3,8.787782
-6.952502,5,8.787784
-0.813177,4,8.789869
-2.236071,6,8.791799
-8.244994,10,8.792135
-2.46006,3,8.79606
-1.875488,5,8.798052
-2.670328,3,8.798087
-1.244108,6,8.800048
-7.916569,11,8.802194
2.445463,12,8.802235
-3.223687,3,8.80622
2.493938,12,8.808298
-4.540411,8,8.808473
-4.665403,5,8.812389
-4.344755,5,8.81253
-0.436293,4,8.814418
-0.694951,9,8.814446
-2.751551,4,8.816596
1.366202,10,8.818493
-0.991609,3,8.818595
-3.254307,3,8.818829
-4.415684,12,8.823067
-2.758391,3,8.825099
-2.087097,3,8.82519
-2.402151,4,8.827041
5.212353,9,8.827343
-3.190307,6,8.829332
-4.517046,7,8.829371
3.435237,8,8.831451
-4.50654,3,8.835631
-3.71268,6,8.837721
2.082612,7,8.837772
-0.225091,6,8.841932
-3.777582,8,8.843904
-0.749232,6,8.844058
3.065154,8,8.84413
-1.501246,5,8.846101
-1.661252,3,8.851983
-2.119421,5,8.85404
-3.519712,5,8.854092
-4.280562,8,8.854191
-8.350076,6,8.856073
-1.041318,7,8.856162
-3.886767,11,8.860286
-1.697473,4,8.862463
-6.093538,6,8.864369
-1.569915,7,8.868564
-4.502766,3,8.870592
-6.489041,22,8.870701
-3.532021,4,8.870759
-5.179446,8,8.872608
-5.556991,9,8.873135
-6.011749,5,8.879173
4.42023,10,8.881091
-3.917027,5,8.881423
-5.461834,5,8.883357
-2.67568,2,8.883384
0.055389,7,8.885266
-7.312432,15,8.887492
-3.816121,9,8.889461
0.738417,8,8.889494
-4.142854,4,8.889648
-1.116882,5,8.891551
-1.727081,3,8.891615
-1.792681,6,8.895432
-3.634127,3,8.895546
1.045058,7,8.897478
-1.296497,4,8.89764
-4.15879,5,8.90163
3.125553,8,8.903543
-3.229883,7,8.905408
-3.381377,7,8.909332
-3.038852,11,8.911407
0.601414,8,8.91327
-8.768522,8,8.913354
-4.158466,3,8.915516
-2.052822,4,8.919322
-3.972906,10,8.92122
-2.948773,4,8.921412
-0.505084,5,8.923416
-2.697945,6,8.927262
-3.030612,3,8.927307
-4.700869,16,8.927436
-8.313022,13,8.92937
-2.238122,5,8.931477
-8.051208,7,8.933666
10.825293,17,8.939301
-1.141162,6,8.939431
-7.174943,6,8.941447
-4.111103,9,8.941523
-1.715693,5,8.941686
-4.651628,5,8.943751
-3.84897,9,8.945916
-2.825387,3,8.948066
-1.399727,3,8.948299
-2.035609,4,8.950452
-0.986964,6,8.952626
-4.126981,5,8.954884
-0.775804,8,8.956956
-8.15729,16,8.960859
-4.406914,7,8.960892
-2.453059,6,8.960903
-3.2668,3,8.960917
-3.073514,5,8.960947
-2.574504,5,8.962795
-1.688785,7,8.963239
-3.614009,3,8.967495
-1.202779,4,8.969703
-2.655248,3,8.969717
-2.645583,7,8.975655
-4.076793,3,8.975706
-5.798299,7,8.975806
-1.165828,4,8.975848
-3.72156,9,8.975858
1.239829,6,8.9759
-4.453545,4,8.978079
-2.446866,2,8.980018
-2.92315,3,8.982138
-4.14463,3,8.982263
-3.706601,3,8.982304
-1.80511,4,8.984217
-5.280171,3,8.984369
-0.59339,12,8.986337
-3.706833,3,8.990416
-1.698736,4,8.990464
-0.807341,9,8.994371
-2.799278,6,8.994396
-4.062213,6,8.994646
-4.553071,5,8.996883
-4.471925,3,9.000632
-1.157586,5,9.000695
-2.864131,5,9.001084
-0.283815,11,9.00316
-1.86582,4,9.005161
-4.574148,5,9.005219
2.978638,12,9.009388
-4.88426,5,9.011758
-1.484456,5,9.013587
-0.99465,6,9.013724
5.7283,9,9.013852
-0.777197,6,9.0179
-1.401773,7,9.020104
-2.031736,3,9.020239
-3.959062,5,9.022234
-4.987362,5,9.024136
-1.034721,13,9.028531
-0.152561,6,9.030499
-2.061935,8,9.030601
-2.183111,10,9.030618
-1.269264,6,9.034965
-6.655324,6,9.036782
-4.716279,3,9.036876
-3.22419,5,9.039036
0.185899,9,9.039187
-5.572998,5,9.04112
1.133244,11,9.04326
-0.885864,4,9.045147
-0.881267,4,9.047297
-5.336606,9,9.049228
-3.775802,5,9.049286
-2.208632,6,9.049313
-2.529845,2,9.049415
-2.330241,7,9.049634
-4.870029,4,9.05174
-2.701274,3,9.055776
-2.647922,4,9.057858
-3.19219,5,9.057884
-2.928472,9,9.060036
-1.172279,6,9.062202
-1.042316,6,9.064436
-1.941931,3,9.064526
-5.169683,8,9.066477
-2.542253,3,9.066777
0.041235,9,9.06877
-1.227963,5,9.068945
-2.2519,3,9.073196
-3.423036,5,9.075127
-1.993336,10,9.077134
-1.372144,8,9.07911
-0.672852,7,9.081158
-2.048606,3,9.083059
-4.932474,5,9.083296
-5.504522,9,9.083318
-6.43692,7,9.083411
-6.086437,8,9.08549
-0.440512,4,9.087543
-5.595129,3,9.087712
-5.049815,4,9.093686
-5.249991,6,9.095635
-2.903826,10,9.095991
-3.942192,5,9.097947
-4.37616,7,9.098015
-2.227717,6,9.100019
-1.86956,3,9.100107
-2.034333,3,9.102377
-4.517593,4,9.106271
-1.173441,4,9.106345
-3.058617,4,9.110228
-3.235335,8,9.112367
-3.549069,6,9.112428
-0.203679,4,9.114701
1.829413,16,9.116748
-1.186391,6,9.118869
4.978441,9,9.11897
-3.272661,17,9.119172
-3.487022,3,9.121148
-2.982456,7,9.125254
-3.657638,4,9.127372
-2.818123,8,9.129272
-3.432129,8,9.129375
-2.325496,4,9.133295
-3.363238,3,9.13346
2.377651,8,9.135538
-3.271252,11,9.13948
-1.878833,10,9.139524
-2.571477,4,9.141461
-0.222516,4,9.141539
-1.592405,7,9.143451
-3.174059,3,9.14562
-2.963937,2,9.145629
1.359171,12,9.145734
-5.059843,6,9.147688
-4.560521,4,9.147974
-0.420858,4,9.150126
-1.406789,4,9.154216
-2.759912,4,9.154231
-3.196095,7,9.1581
-3.805499,7,9.160239
-4.274457,15,9.160272
-3.927614,5,9.160279
-5.880022,7,9.162259
-4.86291,4,9.162323
1.144868,8,9.164395
-0.843323,4,9.168334
-0.597134,3,9.168586
-1.684152,4,9.170609
-1.64892,8,9.170825
-3.300586,6,9.172754
-6.900097,6,9.172809
-1.778791,3,9.175178
-1.274919,3,9.177565
-3.470892,5,9.179593
-0.325274,12,9.18361
-4.698825,7,9.185702
-2.553599,5,9.187639
-3.647582,12,9.189726
-4.321572,3,9.189763
-0.066675,9,9.19381
-2.860881,3,9.19384
-2.644665,2,9.193993
0.446438,11,9.195941
1.462618,8,9.196165
5.899979,13,9.200359
-3.73506,7,9.200445
-1.776249,7,9.20434
-5.100251,6,9.206226
-3.464716,3,9.206578
-5.933432,7,9.208502
-2.291745,8,9.210558
-2.643214,3,9.210721
-2.742811,5,9.210835
1.39242,9,9.214837
-2.350757,5,9.217036
-1.153153,5,9.219079
-4.383187,4,9.219157
-0.480344,4,9.219406
-3.942589,4,9.223321
-1.251821,8,9.223386
-3.451897,4,9.225202
-6.667781,8,9.227208
0.541927,15,9.22725
-5.444142,6,9.231283
-9.035608,6,9.235394
-3.687211,6,9.23542
-1.750926,5,9.237473
-2.835119,6,9.237657
-4.510157,7,9.241557
-0.443175,5,9.241616
-5.400158,4,9.243663
-2.296615,4,9.243678
-2.700093,4,9.245821
5.608235,14,9.247903
-2.900544,6,9.249795
-2.942371,4,9.251859
-0.645211,17,9.254081
-1.24619,7,9.256234
-8.612282,8,9.258185
-0.752364,7,9.258244
-2.343396,6,9.260621
-5.104959,6,9.262521
-4.286145,4,9.262654
-6.621345,6,9.264931
-1.932026,3,9.267225
-2.260984,5,9.269124
-1.721124,3,9.269172
0.007292,6,9.269256
0.591631,11,9.269392
-5.3187,6,9.271535
-2.246559,4,9.275744
-2.469532,6,9.27784
-2.681284,4,9.280001
-3.90973,5,9.280133
-1.535024,6,9.282005
-5.78757,9,9.282245
-5.634118,7,9.284161
-4.061922,4,9.284445
-3.37299,8,9.28639
-3.230473,4,9.288537
-2.822394,4,9.288678
-5.026181,6,9.290684
-2.438275,4,9.29298
-0.266183,6,9.294819
-3.695766,7,9.296779
-1.662101,4,9.296914
-2.580915,4,9.297094
-3.051468,7,9.299055
-3.147919,2,9.301034
-0.008695,7,9.301141
-1.962369,3,9.30313
-2.058653,6,9.305359
1.301477,8,9.307194
-2.450834,4,9.30741
-6.354817,5,9.307428
-4.698338,3,9.309375
-4.139543,5,9.31165
-0.111831,5,9.311725
-5.796102,4,9.313908
-3.810067,3,9.316031
-7.08006,7,9.321675
-0.366028,5,9.321951
-1.841123,4,9.32425
6.304698,15,9.326104
-5.229351,7,9.326233
-7.039868,11,9.330276
-1.085916,4,9.330302
-5.735864,8,9.330407
-4.708643,5,9.332619
-4.834893,4,9.334619
-0.761313,13,9.334715
-6.128234,8,9.34061
-3.488686,5,9.340746
-3.020006,7,9.340751
-0.755076,5,9.342975
-1.35643,6,9.343036
-1.929149,4,9.343099
-6.657869,7,9.34521
-5.061845,5,9.345213
-3.791724,5,9.351306
-4.299493,5,9.351451
-1.412445,5,9.353564
-4.202552,4,9.353682
-1.443804,6,9.355752
-5.63915,7,9.356009
-1.680933,7,9.358117
-2.015435,7,9.360051
-0.784687,4,9.360102
-1.841253,4,9.362327
-3.930806,3,9.364285
-4.208574,6,9.36438
-3.298697,3,9.366509
-1.758125,3,9.370469
-4.611556,7,9.370664
-2.219203,7,9.374639
-5.017852,7,9.376745
-2.818821,4,9.378604
-2.792884,7,9.378658
-3.189311,4,9.378893
0.512225,13,9.380911
-0.716598,3,9.380949
0.451623,12,9.381006
-4.729426,7,9.381057
-3.7768,4,9.387015
-5.090849,5,9.387158
-3.647073,3,9.387304
-4.340759,3,9.387385
-1.510309,4,9.389455
-2.511027,5,9.389582
-2.345329,4,9.395344
-2.450316,4,9.395356
-5.437408,4,9.397699
-2.247802,9,9.397815
-2.647214,6,9.400187
-1.801968,7,9.402098
-1.420738,6,9.402323
-4.351644,3,9.402545
-11.745049,12,9.406558
-3.321926,4,9.4068
-2.309768,3,9.40881
-4.484954,6,9.409105
-0.35052,5,9.413007
-0.06259,7,9.417145
-2.479707,5,9.417265
-0.812841,6,9.419198
-0.016735,5,9.419406
-2.450891,11,9.421613
-3.289874,9,9.427341
-1.010204,5,9.427426
-2.909736,9,9.431467
-1.803035,7,9.431786
0.097374,6,9.434173
-1.675803,4,9.43614
-3.780482,6,9.439943
2.999064,19,9.440208
0.388569,5,9.442346
-3.191677,6,9.444198
-2.241013,5,9.444515
-3.3391,3,9.446295
-4.541049,5,9.450416
-3.26596,4,9.452371
1.811547,9,9.454529
-5.840086,7,9.456666
-3.773914,6,9.45845
-1.392309,4,9.458769
-2.3812,2,9.458821
-1.626464,20,9.460904
-12.076629,21,9.462919
4.707082,10,9.464869
-7.383434,6,9.465129
-4.277075,4,9.466923
-2.778789,2,9.470989
-3.916811,5,9.471073
-8.990072,8,9.473213
-1.774944,5,9.475138
-3.014231,8,9.475319
1.755535,7,9.477247
2.722581,11,9.481404
-1.53426,3,9.481678
-1.534755,6,9.483805
-5.313594,6,9.485915
-1.601532,11,9.487896
-1.564319,9,9.489729
-5.651205,7,9.489947
-1.801641,6,9.490059
-3.111804,4,9.490106
-1.367077,4,9.492153
-0.773196,4,9.496317
0.153159,4,9.498322
-1.261067,5,9.502185
-3.34833,10,9.50616
-3.027357,8,9.506207
3.009941,12,9.506298
-3.135846,4,9.506402
-4.287854,9,9.508382
-2.749959,7,9.510292
-3.877436,3,9.512186
-6.540288,5,9.516228
-2.115475,3,9.516287
-3.994887,6,9.518241
-5.401638,5,9.522157
-3.892502,8,9.522285
-3.833196,9,9.5261
0.568258,6,9.528054
-5.433379,13,9.528112
-8.708516,7,9.530198
-4.680127,5,9.532048
-1.26443,5,9.532105
-2.400132,4,9.536203
-4.506599,5,9.536211
-2.971815,9,9.536297
-7.912546,24,9.538204
-4.105041,3,9.538427
-2.529832,2,9.5406
-1.95484,4,9.544541
-5.479163,7,9.544825
-2.387236,4,9.546774
-0.704058,9,9.546839
-4.193713,5,9.54897
-4.578584,6,9.549021
-1.54527,3,9.551274
-4.089034,3,9.553293
-2.380672,2,9.553349
-0.269178,8,9.557392
-3.656327,6,9.557453
-2.992163,5,9.559391
-0.843533,4,9.561554
-4.471336,6,9.563582
-2.279518,3,9.567442
-0.643199,5,9.567554
-4.57866,7,9.567685
-3.364046,6,9.569907
-3.511993,6,9.572077
-2.222245,3,9.574133
-3.238438,4,9.576205
1.570728,14,9.576228
-1.536549,6,9.576368
-1.566899,4,9.584175
-4.811003,25,9.584265
-2.579117,5,9.586596
-5.214832,7,9.586617
-3.760037,7,9.588758
-2.121937,3,9.590867
-3.193077,3,9.590925
-1.963144,3,9.593011
0.336517,12,9.594974
-3.14312,3,9.595287
4.370713,10,9.597298
-13.448194,14,9.597391
-2.423339,3,9.601628
-2.079019,8,9.603835
0.289919,6,9.605711
0.568705,7,9.605825
-3.863177,7,9.609867
-3.09108,3,9.610043
-2.573151,6,9.613948
-2.148335,8,9.614017
-4.778044,8,9.614089
-6.688654,6,9.617977
-5.253959,13,9.618133
-2.889841,3,9.620308
-2.573132,5,9.620525
0.803741,8,9.622571
0.151584,4,9.622575
-2.511588,4,9.622692
-1.403405,3,9.626621
-2.32439,4,9.6268
-2.586704,2,9.626816
-3.915177,3,9.626869
-2.613846,2,9.630916
-1.593244,7,9.632902
-0.711272,4,9.634897
2.996998,14,9.638994
-5.818193,8,9.639103
-6.760582,7,9.641058
-4.067384,4,9.641454
-1.770088,9,9.6456
1.764437,9,9.64957
-6.821711,6,9.65154
-4.085452,7,9.653495
0.905075,15,9.653638
2.018242,12,9.659542
-12.378993,11,9.66346
-4.267816,7,9.663633
-3.727454,5,9.66957
-4.725341,10,9.673508
0.000516,6,9.675378
7.363244,17,9.675394
-1.709043,6,9.675465
0.434414,5,9.679763
5.860567,15,9.681719
-0.936491,19,9.68398
-4.042849,5,9.686166
-2.198383,7,9.690366
-7.200599,19,9.692357
-4.422534,9,9.692453
-2.474372,3,9.6925
-7.483171,7,9.69459
-3.04439,2,9.696784
-3.212197,7,9.698698
-0.764825,12,9.700703
-2.726534,2,9.702656
-4.97296,5,9.70668
-4.770563,6,9.706934
0.95004,7,9.706995
-7.142002,9,9.70911
-4.653074,5,9.711227
-6.533091,5,9.713235
-1.88683,4,9.715399
-4.255673,11,9.715504
-3.799126,5,9.717476
-3.138698,5,9.717682
-1.701048,6,9.723366
6.887685,20,9.723547
-3.885917,5,9.72366
-2.693861,3,9.723687
-2.299246,5,9.725702
1.499859,8,9.72579
-2.167805,3,9.72959
-4.337506,3,9.729716
-3.322519,5,9.733696
-4.418056,9,9.735675
-4.15875,6,9.737762
-4.685707,4,9.737949
-5.439639,8,9.739938
-1.679874,7,9.74011
6.971474,14,9.744005
-5.165992,7,9.744013
1.339929,7,9.75162
-5.73291,9,9.751881
-3.50766,9,9.753865
0.199412,7,9.75405
-1.708553,9,9.756001
-4.31383,6,9.756042
-8.60644,9,9.75803
-5.917018,8,9.760047
-5.676014,5,9.762139
-2.537377,4,9.764051
-1.971778,6,9.766033
-1.001677,6,9.766176
-1.437574,3,9.769956
-1.356684,6,9.771984
-3.992282,5,9.772003
-3.671432,4,9.773973
-2.72875,2,9.77409
-2.133933,8,9.774091
-0.522244,9,9.774367
-3.454114,5,9.776216
-2.86349,12,9.776467
-1.155971,4,9.780553
-2.049891,4,9.782615
-1.582092,4,9.78266
-3.084311,5,9.784722
-1.819533,6,9.78664
1.087156,8,9.788797
-3.232715,4,9.788904
-1.828552,7,9.790735
-4.505451,7,9.791012
-3.135383,5,9.792884
-3.815644,5,9.793396
-3.22388,3,9.79546
-2.874848,4,9.797541
-5.477648,5,9.801325
-3.427912,7,9.801616
-4.674215,5,9.803816
-7.207652,5,9.805833
-6.485039,6,9.805878
-0.295251,11,9.807861
-2.631111,4,9.809991
-7.240569,7,9.81212
-2.308333,6,9.814287
0.736546,12,9.816151
-2.806332,5,9.818045
-1.956894,7,9.820202
-1.026429,5,9.82216
-2.265638,5,9.824152
-6.395506,9,9.824291
2.037195,10,9.824342
-3.175835,3,9.824427
-3.988388,5,9.826401
-2.229143,4,9.828289
-2.897906,4,9.830211
-1.536817,4,9.832286
-2.23767,3,9.832379
1.309015,12,9.834167
-3.326542,5,9.834735
-2.19296,7,9.838679
-2.364986,4,9.840749
-3.050066,7,9.842589
-4.058112,5,9.842721
-1.503862,4,9.842964
-6.424811,7,9.84514
-3.039993,5,9.845179
-2.6671,2,9.849124
-5.422456,4,9.850992
-6.196988,7,9.853028
-0.505021,5,9.853132
-1.565051,14,9.853411
6.545462,8,9.857394
-4.228425,3,9.857405
-0.4714,6,9.857637
-1.013256,4,9.86145
-6.04017,9,9.861475
-3.003017,4,9.861563
-3.001036,3,9.86354
-3.768942,7,9.863572
-1.626972,5,9.863698
-2.243911,4,9.865669
-7.853639,5,9.871552
-2.718465,7,9.871677
-2.686184,4,9.873619
0.921903,6,9.873771
-2.906641,5,9.87386
-0.691584,6,9.876066
-2.520347,6,9.876087
-3.890213,4,9.879953
-1.598674,3,9.881982
-0.052136,10,9.882383
-1.458682,6,9.884572
-4.646521,6,9.886768
-4.937855,7,9.890794
-3.739573,5,9.892708
-3.462154,9,9.892757
-2.05812,5,9.892977
-3.623234,5,9.895158
2.325438,12,9.899389
-1.82117,4,9.899474
-8.404249,10,9.901387
-7.06901,7,9.90162
-3.053125,4,9.901668
-3.557139,4,9.90172
-5.676465,5,9.903732
-6.057263,6,9.907792
-3.30389,3,9.907967
-3.038853,3,9.907987
-2.880852,5,9.910083
-2.915355,5,9.912041
-1.831787,6,9.916165
-4.168991,3,9.918225
-4.850879,7,9.922018
-2.827357,7,9.922022
2.002535,11,9.923948
-4.353563,13,9.926002
-1.896393,6,9.928219
-3.204833,10,9.930147
-2.757532,11,9.930448
-0.912787,3,9.930618
-2.772446,7,9.932477
1.262522,5,9.932741
-2.425047,3,9.934731
-1.857569,4,9.938836
-2.4913,4,9.940754
-2.715237,7,9.940832
-2.564426,3,9.940963
1.160357,9,9.941174
-1.026111,6,9.943346
-2.581961,6,9.945257
-4.839837,5,9.949338
-7.64354,10,9.951313
