# {"t_start": 1587789559.7062473, "env_id": "DartHopperPT-v1"} 
r,l,t
-6.971472,7,14.892237
-2.98186,3,14.894126
6.133494,21,14.896476
1.798216,14,14.898491
-0.431051,4,14.90068
-3.126014,4,14.900824
-3.871867,7,14.904799
-3.661697,5,14.906676
-0.378741,11,14.908796
-5.129066,5,14.908824
-2.600034,2,14.909058
-2.697263,8,14.91105
0.676952,6,14.913198
0.71331,6,14.913248
-2.924547,4,14.915158
-3.343299,4,14.917504
4.640416,23,14.919616
-0.931383,5,14.919626
-1.149136,5,14.921621
-1.007915,6,14.92181
0.358634,6,14.926005
-1.403993,3,14.926084
-0.89796,5,14.931891
-5.259045,5,14.932003
-5.760744,7,14.934364
-2.263084,10,14.936227
-2.85006,6,14.938385
0.581784,7,14.940238
2.400144,11,14.940394
0.304004,7,14.946336
-3.19552,6,14.948222
-3.953227,6,14.950528
9.209259,18,14.950567
0.992299,10,14.952788
-0.190318,6,14.952852
-4.326532,7,14.954895
-1.414652,3,14.957019
4.889051,12,14.959053
-1.794426,5,14.959092
-0.133106,6,14.959122
0.106032,4,14.961397
-2.824784,5,14.96329
1.839498,7,14.965513
-2.050194,4,14.965509
-3.665638,3,14.969514
-2.466211,4,14.96963
-3.028431,6,14.971775
-2.213133,7,14.974059
-0.87244,5,14.976128
-4.311641,4,14.978308
-2.378342,5,14.980173
-1.100218,8,14.982368
2.849596,13,14.982368
-2.857652,5,14.984479
-2.764119,4,14.984494
-0.531916,7,14.986744
-1.633886,5,14.988746
4.296838,14,14.988905
-3.081182,4,14.993317
-0.886429,9,14.999137
-4.223573,6,14.999261
1.865507,6,15.001307
-2.060124,5,15.00361
-6.1678,11,15.005771
-7.790274,9,15.007758
-0.070697,5,15.009614
3.343856,14,15.011612
-2.049565,5,15.013927
-1.150666,5,15.016179
-0.690722,9,15.018059
-1.438658,5,15.018098
-0.320626,17,15.020059
-3.352255,10,15.022143
-3.486247,5,15.022347
-2.190496,3,15.024571
-4.131463,4,15.024589
-4.193869,4,15.026675
-1.325499,10,15.030896
-2.935727,5,15.032864
-2.069554,5,15.033187
-2.147858,3,15.033216
0.109661,5,15.035325
0.448487,8,15.037245
-2.293691,3,15.039297
-2.362626,4,15.041258
-3.49395,4,15.041482
-3.090898,8,15.041495
-0.259923,5,15.0456
-2.894097,3,15.047648
-1.549075,4,15.049616
-2.732985,9,15.049686
-2.590105,4,15.049723
3.169369,17,15.049822
-2.737575,4,15.057755
3.898337,9,15.057949
-2.101056,6,15.059858
-1.658696,7,15.060186
-1.525192,7,15.064357
-3.906998,3,15.066261
-2.987137,4,15.066417
-1.034146,8,15.066456
-2.901627,11,15.072624
1.300834,6,15.072704
-5.248452,8,15.074691
8.826043,18,15.074761
0.5622,6,15.078817
0.93957,9,15.084769
-0.716392,6,15.084861
-2.645344,11,15.088954
-3.503213,7,15.089074
-2.793675,11,15.095324
0.65137,9,15.097382
-15.244337,12,15.099328
-2.158358,9,15.10343
-0.832634,8,15.105402
-5.119313,5,15.105463
2.690758,8,15.105567
2.150542,5,15.107748
14.509748,22,15.109813
-3.59025,5,15.109844
-3.471534,3,15.109902
-4.355192,4,15.113863
3.461846,16,15.117873
-0.558052,4,15.117935
-0.996642,6,15.12024
-1.719913,8,15.122459
-1.478978,10,15.126547
-4.86542,7,15.128707
-7.265159,5,15.130888
-2.658618,10,15.131111
-4.33115,4,15.135024
-1.31616,8,15.135198
-4.989566,4,15.137203
-0.734992,8,15.139309
5.759877,11,15.141263
-4.454893,3,15.141367
-3.606818,7,15.145532
-1.018743,7,15.145636
-2.295496,3,15.145661
-1.226795,5,15.14751
-2.681524,3,15.147673
0.918341,7,15.149713
0.213463,5,15.151742
17.877582,20,15.152112
-1.382232,5,15.156061
-1.661572,4,15.156077
-2.428639,5,15.156227
-3.907281,3,15.156431
-1.663949,6,15.158508
-2.796929,6,15.160621
-3.39264,3,15.163103
0.181364,5,15.167031
-2.378643,5,15.167112
-3.934171,4,15.168923
0.85531,8,15.169335
1.912876,7,15.171494
3.782343,8,15.175603
-4.302838,4,15.175764
5.081679,13,15.179976
-1.698371,5,15.179993
1.018879,6,15.182122
-2.407964,5,15.182172
-2.299843,5,15.186114
-2.00464,9,15.186186
-3.106596,3,15.188283
-3.062634,3,15.192095
-4.39761,14,15.192099
-1.595423,5,15.192396
-0.962084,6,15.192483
-2.993765,5,15.196749
1.363544,5,15.198736
-1.693147,11,15.198922
-3.221989,4,15.201094
-1.10565,4,15.207076
-0.958209,5,15.207188
-4.770322,7,15.207197
-2.525438,8,15.209159
-0.060155,16,15.213307
2.231912,10,15.21348
-3.300928,3,15.215523
-1.190589,8,15.215541
0.181637,8,15.217776
-1.605309,6,15.219927
-2.97216,5,15.223999
-3.63713,5,15.226004
-2.412585,4,15.228242
-2.716248,4,15.232471
3.45211,13,15.234659
-2.357302,2,15.236797
3.225,10,15.236973
-11.130072,12,15.238937
2.962757,10,15.239093
-1.57071,7,15.241119
6.965252,17,15.243284
-2.319796,4,15.245308
0.854442,8,15.245446
-1.016753,6,15.247781
-5.622806,5,15.250071
-0.959684,6,15.25198
-2.258524,4,15.252099
-3.931192,7,15.252331
0.944596,6,15.25434
-0.297582,8,15.262467
-1.648506,5,15.26478
1.595187,8,15.264787
-1.825921,7,15.266986
-1.855004,9,15.268894
-2.810453,8,15.268916
3.579399,10,15.273108
-3.526179,4,15.273158
-2.767197,4,15.27701
-0.04507,7,15.27713
-4.15542,3,15.27946
-5.775607,6,15.281548
0.704161,8,15.281669
-3.274792,4,15.281784
0.397549,8,15.283794
-3.201225,3,15.283885
-2.399439,4,15.286006
-5.665202,5,15.290164
-2.049082,6,15.294196
-1.69497,5,15.294202
8.910979,23,15.2944
-3.364908,6,15.294428
3.212285,9,15.30078
-1.576294,6,15.303061
-2.482845,5,15.30509
-1.471514,5,15.305204
3.32319,12,15.311363
-1.549,9,15.31347
-2.773127,6,15.315642
-5.505135,7,15.31976
-1.911815,7,15.319812
-5.234675,6,15.324058
4.111019,15,15.326131
-1.928704,6,15.326293
2.183659,6,15.32836
-3.658321,13,15.328441
-2.8238,6,15.332381
0.660568,6,15.332584
-0.480472,4,15.332799
-2.536559,24,15.334962
-0.44396,6,15.338969
-2.343233,3,15.338992
-2.979688,4,15.341139
-1.800562,7,15.341162
-3.883459,6,15.341272
-6.511972,7,15.343407
-1.034855,6,15.345334
-0.75091,5,15.345693
-5.713311,4,15.349544
-0.528144,3,15.349972
-0.895315,6,15.351986
-3.665333,5,15.352056
-2.725418,3,15.352128
-2.849781,6,15.3522
-2.632745,2,15.354347
-1.922881,6,15.358203
-4.403446,8,15.358335
-5.129347,6,15.364322
-4.68689,7,15.366158
-4.938611,4,15.366225
4.147273,7,15.366523
-4.691094,9,15.370444
-7.293962,9,15.372586
5.40796,12,15.374497
-1.703984,4,15.374665
-3.248791,5,15.376623
3.696808,10,15.378913
-2.358097,8,15.381182
-1.460667,8,15.383278
0.080981,6,15.385587
-5.078032,8,15.387654
-3.402238,6,15.3896
-7.7069,7,15.389635
-1.953913,6,15.391812
-0.555287,5,15.393803
-2.458144,4,15.393903
-3.037544,3,15.395903
-5.184263,7,15.39591
3.506399,12,15.39993
-1.825011,7,15.401874
-3.968902,4,15.402302
-0.177634,6,15.404315
-4.985323,5,15.406486
-2.534049,7,15.410388
0.917227,8,15.410753
-1.123222,5,15.413013
-1.616831,6,15.415223
-2.881902,4,15.419045
-2.767326,7,15.419167
-2.905274,9,15.419172
-0.556951,7,15.421259
-0.592051,5,15.423366
0.224343,7,15.429472
-5.515353,6,15.431407
-3.151425,10,15.431481
-4.799927,6,15.431519
-3.295158,4,15.431731
-4.597942,7,15.433857
-3.556221,6,15.433916
-2.561287,4,15.439797
-0.530059,5,15.439935
-2.940712,3,15.445848
-5.734478,8,15.447796
0.732227,7,15.448045
-2.309624,5,15.450146
-0.782127,10,15.452117
5.736355,9,15.452301
-3.634621,6,15.45805
4.767598,13,15.45831
15.959366,34,15.460194
-2.72314,5,15.460298
-0.37134,6,15.460417
-2.070043,6,15.460443
-2.617376,2,15.462545
-2.876582,7,15.466701
0.483401,5,15.468677
-3.778569,5,15.470897
-3.819356,6,15.472824
-1.982911,4,15.476871
-1.822567,5,15.477016
-2.652239,8,15.477084
-3.568235,9,15.481215
13.56758,15,15.48312
-0.707992,4,15.48517
0.917525,5,15.487592
-4.664209,14,15.489593
-5.436076,6,15.489727
1.036069,9,15.491929
0.981982,11,15.494056
-4.147201,6,15.497946
-1.903267,5,15.500024
-2.606704,4,15.502179
-2.640408,5,15.502201
2.803604,9,15.508351
-3.032804,10,15.50838
-2.381968,14,15.510366
-5.022524,14,15.512411
6.041256,12,15.522161
-2.62514,6,15.522371
-0.203446,10,15.522383
-3.835088,7,15.526345
1.12248,13,15.526568
-0.263055,4,15.530557
-3.136952,5,15.532656
-1.36818,6,15.534701
10.790948,14,15.536885
-2.791802,5,15.536984
-1.690119,15,15.538798
1.505482,6,15.538835
-2.106495,3,15.540998
2.088515,20,15.543191
-1.878509,3,15.54532
-6.36459,8,15.54737
-6.52954,5,15.551251
-4.675531,8,15.553507
-4.538718,10,15.553568
-0.876505,5,15.555518
1.152428,10,15.557719
-2.446885,8,15.559787
-2.505363,5,15.56174
-3.350057,5,15.56373
-3.294765,3,15.563976
1.348061,9,15.565979
-1.492465,6,15.568089
-2.342941,8,15.570207
-4.582537,6,15.572273
-2.965989,5,15.572302
-2.598666,4,15.572387
-1.261983,4,15.574406
-3.264723,3,15.576466
-1.614803,4,15.580733
-0.694693,7,15.5826
-3.221719,3,15.582712
-6.606644,6,15.586799
-3.425128,7,15.587017
2.534273,8,15.588795
-2.145677,5,15.591097
-3.33255,3,15.593181
-1.511252,5,15.593287
-4.341215,6,15.59524
-1.75437,3,15.597353
-4.701406,6,15.599343
-2.210926,3,15.601217
-2.260801,3,15.603665
0.602056,6,15.605605
9.976492,20,15.605726
-3.601168,10,15.609685
-4.179775,3,15.61179
-3.682692,10,15.613775
-3.534629,6,15.613786
-4.090538,7,15.613908
44.448273,37,15.616047
-3.291474,3,15.616181
-1.193043,3,15.61843
0.142607,7,15.620509
-2.958093,8,15.620621
-4.391409,4,15.622727
-2.332415,6,15.626637
-0.129865,7,15.628983
-5.413161,5,15.631182
-0.553391,8,15.633361
1.346676,7,15.63351
-2.509074,9,15.63553
-1.066563,7,15.635583
-3.301669,3,15.635743
-4.964765,5,15.637741
-0.976741,4,15.641928
-3.893918,4,15.642022
-4.064865,6,15.648168
9.684283,12,15.648275
-4.98615,8,15.652302
-0.923915,5,15.652343
-3.717845,3,15.654428
-4.105273,3,15.658371
2.18878,8,15.658753
-5.380801,8,15.664879
-2.021445,5,15.665001
1.576352,17,15.667241
2.254624,8,15.669314
-3.838079,6,15.671267
7.260647,17,15.67328
-0.251601,7,15.673394
-9.127397,18,15.673458
-0.813579,4,15.67562
-3.420118,3,15.677606
-0.425943,4,15.677643
0.31644,7,15.679875
-2.795621,3,15.683793
-1.293053,4,15.683943
-1.583411,3,15.685903
-1.922804,4,15.68599
-2.076837,6,15.686206
0.535088,7,15.68815
-9.776169,7,15.688257
-0.065438,4,15.692193
-4.053132,4,15.694461
-2.193171,5,15.698378
-3.429744,3,15.698405
0.48247,7,15.700589
-2.467128,7,15.700622
1.251901,10,15.704384
-2.286301,3,15.704623
-3.463387,3,15.704625
-0.782147,6,15.706678
-4.1477,21,15.708885
-1.788198,5,15.711051
-0.711559,4,15.713254
-5.173652,5,15.715193
-0.752398,7,15.715357
-3.631656,5,15.715433
-4.788443,3,15.715489
-1.448929,7,15.721647
-3.101493,4,15.723866
-3.666977,4,15.723893
3.523916,7,15.725971
-3.648397,6,15.727932
-4.814615,4,15.729916
6.271193,22,15.733902
-2.17572,4,15.737904
-0.971151,5,15.738046
1.475093,12,15.738045
-0.265607,7,15.738243
-5.591604,8,15.740319
6.35566,13,15.742344
-4.004054,9,15.744532
0.105708,5,15.744724
-2.37698,4,15.746595
-0.882602,5,15.75096
-3.687456,6,15.751003
-5.129354,7,15.753037
-5.972044,7,15.753252
-1.020664,5,15.757108
-1.042894,6,15.757282
-6.803351,8,15.759459
-1.074209,6,15.765746
-2.142825,7,15.76584
-9.169018,8,15.767759
0.960868,7,15.767995
-0.020196,7,15.772076
-2.602728,13,15.7722
-1.614683,3,15.774198
-2.067232,9,15.776347
-4.073597,5,15.776524
-6.069497,6,15.780454
-2.492923,3,15.780517
-4.38375,5,15.782563
-3.173361,8,15.782679
-3.586971,4,15.784779
-8.058977,6,15.784905
-8.69527,14,15.788882
-2.98501,3,15.789171
-2.914628,3,15.791264
-2.109431,8,15.793459
-3.610507,6,15.795574
-6.02477,9,15.799472
-3.646465,3,15.799794
-2.956901,5,15.801731
1.508594,11,15.803686
-4.008805,9,15.803793
-2.763947,8,15.805724
-1.054588,8,15.806033
-4.898966,6,15.807945
-5.244915,5,15.811966
-2.126738,5,15.814029
-3.887768,4,15.81422
-3.066907,7,15.814311
2.167196,8,15.816353
0.193152,6,15.816427
-5.182797,5,15.82236
1.225443,9,15.824409
-4.035804,5,15.824458
-3.027992,5,15.824637
2.343754,11,15.83053
-2.263895,9,15.834555
-1.644408,5,15.840404
0.888895,12,15.840541
-2.873744,8,15.840604
-0.886673,5,15.844365
-3.229127,10,15.844487
-0.107396,12,15.846724
-2.30987,4,15.848567
-6.088337,17,15.848963
1.401816,12,15.849012
-3.212463,4,15.853105
-3.568736,7,15.855195
-4.092059,4,15.856986
-4.601022,4,15.857207
-4.20012,4,15.86103
0.593953,10,15.861045
-1.028056,7,15.861187
-1.847938,5,15.865232
-4.346532,3,15.8672
-4.496521,6,15.869125
-1.037182,4,15.869149
-4.003063,11,15.8714
-1.608243,5,15.871462
-1.108415,4,15.873799
-4.464217,4,15.875731
-1.586763,4,15.877809
-1.030209,4,15.87989
-4.537722,5,15.883966
-3.021095,3,15.884088
10.949784,20,15.886072
-3.355825,8,15.886138
-5.171619,7,15.890094
12.289185,16,15.890146
-3.910069,3,15.892233
-4.408411,6,15.892252
-4.345903,5,15.894302
-2.82897,3,15.896316
-1.191441,4,15.898303
-5.604963,7,15.89842
-2.548491,8,15.902307
2.273861,6,15.90825
-3.741697,8,15.908352
-2.315342,8,15.910263
1.735232,7,15.912422
-4.552603,6,15.914656
-3.604066,3,15.916553
2.197275,12,15.916914
7.721566,23,15.918874
-6.634797,7,15.922917
-3.633908,4,15.926674
-1.764104,10,15.928608
-3.733647,8,15.928843
-3.271069,8,15.930936
0.26223,8,15.933009
14.744515,17,15.933072
-4.216171,4,15.935085
-3.253752,7,15.937147
-5.837039,5,15.939411
-2.772802,4,15.941651
-2.801497,5,15.945519
-1.224313,5,15.947519
-2.158361,10,15.949804
-2.255421,3,15.9517
-4.442524,9,15.9518
-3.151436,11,15.953929
-2.098577,3,15.955937
3.196172,8,15.956079
-2.383858,4,15.962416
9.143736,23,15.964355
1.820873,9,15.966333
-2.576901,2,15.966636
-2.045219,5,15.966637
-3.636529,6,15.968735
-7.817196,14,15.970842
-2.563517,4,15.972818
0.60638,11,15.975002
-7.702903,5,15.976809
-2.744338,5,15.97722
-2.201994,13,15.979402
-4.148296,5,15.979405
-3.192206,4,15.97942
-1.719009,7,15.981406
-1.176374,5,15.983358
-2.088898,5,15.987736
0.764133,4,15.987832
-2.153777,5,15.989809
0.628962,8,15.991798
-2.007116,5,15.992118
-4.620143,6,15.992145
-2.788156,2,15.992175
-1.57304,4,15.996242
-2.805265,2,15.996403
-3.195862,5,16.000255
-3.767202,4,16.000368
-6.51252,9,16.002306
-2.771982,6,16.004643
1.196186,5,16.006548
-1.424653,3,16.006614
0.454682,15,16.008532
-1.976826,7,16.010527
-3.15528,3,16.010667
-1.737962,4,16.014637
2.527744,8,16.018694
2.149787,15,16.022547
-2.221989,4,16.022548
-3.870288,7,16.022665
-6.895057,6,16.022756
9.069284,10,16.026548
-2.24724,5,16.028817
-4.394036,4,16.030938
-2.925846,2,16.031143
-4.91718,6,16.034789
7.430669,12,16.035207
-5.510334,7,16.037077
-0.671474,4,16.039268
-0.610434,5,16.041523
-2.133709,3,16.041632
-7.28046,9,16.041634
-5.045401,4,16.045434
-2.275682,5,16.04585
-3.270183,4,16.047847
-1.936681,4,16.049943
-3.351538,4,16.050064
-4.539577,5,16.052415
-0.829819,4,16.058587
-2.357048,4,16.058748
-0.850336,8,16.062944
-6.93009,30,16.063092
-1.041787,9,16.065166
-6.834219,6,16.065202
-3.867292,3,16.065239
-2.945435,6,16.071383
-3.637003,4,16.071509
-3.473105,4,16.073583
0.879294,13,16.075575
-1.53437,5,16.075582
-0.800701,22,16.075622
-2.817171,5,16.081512
-2.196174,3,16.081651
-4.662362,9,16.081958
-8.87175,9,16.084141
-0.383122,5,16.08618
-5.569135,7,16.086522
-2.479958,3,16.088504
-1.218687,7,16.088573
-2.36758,4,16.094515
-3.884687,6,16.094636
-5.283475,5,16.09471
2.345705,11,16.098417
-1.042573,5,16.098614
-2.957592,2,16.098627
-3.381454,6,16.098754
-2.189754,8,16.098903
-2.121061,4,16.102893
-2.255348,3,16.105106
-2.083354,4,16.107032
-3.236396,5,16.109233
0.093854,7,16.113156
-2.928227,9,16.113178
-3.717451,3,16.113195
-1.857049,3,16.115317
0.468483,5,16.115388
-2.38522,2,16.117457
1.548215,9,16.117671
0.610583,8,16.119707
0.848239,16,16.121796
-0.740158,5,16.123829
-3.629251,4,16.125859
-4.867688,5,16.125899
-2.153499,4,16.125953
-5.084723,6,16.131857
-5.194657,5,16.131985
-2.656342,9,16.132016
-1.775097,5,16.134001
1.243283,9,16.134266
-5.716567,6,16.138345
-1.551072,6,16.138406
-2.485226,3,16.140442
-2.655286,4,16.142817
-1.258523,4,16.146692
-6.09045,10,16.146695
-1.921184,3,16.146779
-4.982841,5,16.14899
1.371306,9,16.151191
-1.134221,10,16.153243
5.407687,10,16.153289
-2.048751,4,16.155315
-1.926478,5,16.157238
-3.40122,4,16.163191
-3.300225,10,16.163327
-4.372611,5,16.163401
-4.578509,9,16.171152
-7.759921,12,16.171251
-2.659591,4,16.17133
-3.524847,10,16.171565
-2.146192,4,16.171598
1.395262,12,16.173562
0.670798,8,16.173605
-4.894769,7,16.177485
-2.397659,4,16.179752
0.029,5,16.181824
-4.018402,5,16.181904
-2.659543,5,16.183923
-5.281804,10,16.191869
-10.252843,10,16.192046
-3.970146,6,16.193972
-3.489054,7,16.194061
-1.218359,6,16.194123
-0.699832,12,16.198187
1.173591,8,16.200548
-4.603668,13,16.204612
-6.212559,5,16.204629
-2.86644,3,16.206843
-3.721024,6,16.206897
-1.584451,7,16.209029
0.714221,8,16.209176
-2.423399,6,16.212258
-3.134705,3,16.213561
-0.144786,4,16.215676
1.382162,11,16.217891
-2.618947,7,16.224026
-0.089848,6,16.224099
0.503953,6,16.224099
-1.978909,5,16.228263
-2.98558,4,16.232303
2.472667,9,16.232316
-3.739439,13,16.236418
-0.577255,6,16.236602
4.251096,11,16.238437
4.039174,12,16.238534
-3.927641,4,16.240733
-5.537372,9,16.242766
-2.380875,3,16.244824
-1.287461,7,16.246972
1.163942,9,16.246989
-0.692797,5,16.249112
-2.264086,7,16.251301
-4.038854,6,16.255391
-2.970254,5,16.257295
-2.368497,4,16.257484
-1.955044,4,16.259573
2.180457,13,16.263501
-3.340306,11,16.267336
-1.978847,4,16.26762
-2.314,11,16.269542
-7.100191,14,16.269925
-1.924405,8,16.273612
-5.55489,5,16.274057
-2.130626,4,16.276218
1.160444,12,16.282172
-3.141192,4,16.282268
-1.724059,7,16.282336
-0.096363,6,16.282471
-1.559893,4,16.2844
-0.959664,7,16.284687
8.03728,15,16.286511
-5.929163,6,16.286564
-2.972163,2,16.288721
-0.019748,4,16.290758
-3.492255,3,16.292737
-4.026225,6,16.298638
0.545232,8,16.298678
-2.933976,8,16.298692
-3.168139,4,16.300648
-0.495979,5,16.300938
1.124559,8,16.301053
-3.545833,4,16.307025
-0.813103,5,16.309011
0.32226,14,16.310874
-2.686933,5,16.310997
0.504784,8,16.315015
-0.501392,8,16.317022
-0.274177,8,16.317176
-3.307558,6,16.320945
-5.324189,5,16.320954
-3.430824,8,16.323322
-0.984641,4,16.325232
5.306185,18,16.32527
-2.502713,8,16.331219
-1.568905,5,16.3315
0.292257,8,16.333539
1.082024,11,16.333582
-6.524347,5,16.335559
-2.657829,2,16.335892
-1.730625,8,16.337738
2.741691,7,16.337996
-1.926904,7,16.339966
-4.234172,4,16.346138
1.975157,8,16.348328
3.625661,7,16.35015
-4.847405,7,16.350222
-5.939241,8,16.350265
-0.31685,5,16.350263
-2.354574,4,16.354524
-1.543456,3,16.356365
-0.61158,9,16.356419
-3.846345,5,16.360382
0.451299,7,16.364581
-7.258977,8,16.364706
-5.264662,18,16.370412
-4.308915,5,16.370691
-2.31043,4,16.372831
-2.00633,9,16.374743
-2.34574,3,16.376781
-1.751457,6,16.376857
-2.227579,11,16.376907
-0.67888,11,16.378746
-1.49148,5,16.3809
-5.892956,5,16.383041
-2.795106,3,16.387241
-2.262339,7,16.38911
-4.740402,6,16.390999
-5.94258,7,16.391074
0.352648,8,16.39304
-3.186178,2,16.395131
10.567103,23,16.396991
-4.36252,5,16.397063
0.219581,10,16.397118
-3.877828,5,16.399158
-2.606826,3,16.401022
-3.77997,9,16.401053
-1.834302,4,16.404991
-3.24071,3,16.405058
-0.946765,6,16.408945
-5.274193,5,16.410829
-6.320042,11,16.41274
4.533537,10,16.41278
-1.068589,7,16.41468
-3.186617,5,16.414868
-1.199944,5,16.418976
-2.707694,2,16.423001
-2.633313,6,16.42495
-2.829819,6,16.425066
-2.828274,8,16.427006
-1.8959,11,16.427096
-2.313271,5,16.434719
-1.951031,7,16.43862
-2.673975,6,16.438622
4.1943,12,16.438694
-3.109096,10,16.446052
-1.583993,16,16.446302
-1.672635,5,16.448221
-1.413625,5,16.448449
-3.652802,14,16.45052
30.332238,28,16.452505
-3.141123,2,16.452675
-3.630251,4,16.456706
-3.49296,3,16.456759
-2.460821,11,16.456793
-0.993929,7,16.460766
-3.613479,3,16.46278
-4.546965,12,16.462932
-2.32096,6,16.465135
-2.651741,5,16.466996
-1.893442,3,16.469263
-1.537974,9,16.471194
-0.332437,8,16.473418
-1.193948,5,16.473482
-1.478522,4,16.477412
0.645224,6,16.479358
-2.851233,3,16.479411
-3.920091,3,16.479474
-1.53988,17,16.481357
-1.409411,3,16.483452
-2.296731,6,16.483463
0.7217,13,16.48743
-0.145128,5,16.489379
-4.32499,4,16.491544
-2.760466,6,16.493543
-5.40932,5,16.497434
11.688631,16,16.497459
1.245863,9,16.497536
3.053009,10,16.499534
-0.285412,8,16.499678
-2.435464,3,16.503664
-3.089978,7,16.503728
-3.122776,3,16.503947
-2.116095,3,16.506021
-3.18827,7,16.506033
-2.701055,4,16.506145
-2.923324,4,16.508208
-1.94379,7,16.508347
-2.671145,2,16.512385
-2.096621,3,16.512549
-2.014782,4,16.514453
-1.675589,5,16.514793
-0.032399,5,16.516858
-2.561978,6,16.516893
-2.78111,3,16.520916
-3.133127,7,16.522764
-5.78668,5,16.523072
1.332683,9,16.523349
-2.284407,5,16.525389
-2.663387,4,16.525397
-2.681698,6,16.525415
-3.368138,6,16.529322
-2.187127,3,16.529639
-2.800284,4,16.531692
-2.845704,3,16.531761
-5.831867,6,16.535562
-1.248169,3,16.535646
-0.357243,5,16.535735
0.734248,7,16.535737
-2.729451,7,16.543394
-4.159709,6,16.543547
-3.114503,5,16.545759
-6.689449,11,16.547763
-1.093129,6,16.547873
-0.626366,8,16.547884
-7.773199,8,16.551859
-0.157562,4,16.553923
-5.872052,5,16.553972
-1.561238,10,16.556082
-2.663147,3,16.560272
-5.110579,4,16.562303
-2.529605,7,16.562633
-2.53737,10,16.564544
0.8021,9,16.566522
1.161298,10,16.57275
-0.746482,6,16.576743
0.830982,10,16.577006
-3.425048,4,16.584708
-7.467374,11,16.584906
4.759956,14,16.590793
-3.573284,10,16.593004
10.947357,15,16.596863
2.115637,6,16.596896
-0.405491,18,16.597168
-6.036578,7,16.599526
5.04896,12,16.60144
3.581981,6,16.603337
-1.750856,5,16.603654
0.402982,6,16.609607
-3.266209,5,16.609814
-3.653313,5,16.611919
5.698564,8,16.613753
-7.535347,7,16.61815
-2.523764,3,16.620078
19.77847,35,16.620124
10.498216,13,16.624127
-5.000419,6,16.624185
-3.542914,10,16.624206
-5.835299,5,16.628157
-4.240937,6,16.632338
-0.235784,4,16.632519
-2.655392,8,16.636372
-0.214648,6,16.636451
-3.433794,14,16.638556
-3.733157,15,16.64065
1.187499,9,16.642585
-1.366351,5,16.646732
-1.947188,11,16.651088
4.175117,8,16.655064
-6.825829,7,16.655138
3.091713,12,16.657029
-5.360047,5,16.657199
0.887065,7,16.657275
-7.74931,13,16.659464
-2.176402,4,16.665203
-4.202656,7,16.665355
-2.641172,3,16.671321
0.431962,8,16.673264
0.261886,9,16.675247
0.076866,8,16.675259
-1.435557,6,16.677247
-1.759913,11,16.677373
-3.16234,3,16.679298
-7.615308,12,16.679342
-2.941426,2,16.683173
-2.716747,3,16.685028
-3.124902,5,16.685053
-10.322393,24,16.685168
-3.26523,5,16.685199
-2.677889,5,16.687183
0.077254,5,16.687357
1.790802,9,16.689261
-1.823664,3,16.691143
-3.512713,3,16.691226
-2.747362,4,16.693153
-1.289718,5,16.695204
0.08177,5,16.697565
-5.925203,6,16.703482
-4.405104,8,16.707485
0.54353,9,16.707514
-1.210205,7,16.707773
-5.10734,11,16.709684
-3.030099,8,16.71168
-0.843564,7,16.711982
-2.570756,2,16.714144
-5.824131,4,16.716157
-5.996975,4,16.716247
-4.611544,6,16.716296
-3.509653,5,16.718561
-2.488529,4,16.722347
-5.415736,5,16.722526
5.471455,20,16.724421
-1.805405,7,16.72657
1.141729,6,16.728679
-0.938939,6,16.73055
-4.784028,6,16.734748
-1.099793,6,16.734799
0.889381,9,16.734823
-0.716887,10,16.736834
-3.520701,3,16.737016
-3.274589,7,16.738872
-3.312989,3,16.741215
-2.573776,4,16.743329
0.743178,8,16.743353
-3.766294,6,16.751276
-4.137404,11,16.751416
-1.699539,6,16.753242
-4.35476,3,16.757354
-1.897304,4,16.759227
-2.606567,12,16.759254
-0.347576,13,16.763278
-2.765068,10,16.763348
-6.090126,6,16.765186
-3.742713,4,16.765575
7.423851,15,16.767561
-1.961456,4,16.76772
-1.130988,5,16.769594
7.37906,13,16.769687
-4.12403,4,16.773791
-2.574036,4,16.775656
-3.353937,6,16.775659
-2.074465,7,16.777749
0.87362,6,16.781546
3.342699,8,16.783494
-2.999405,5,16.783517
1.870476,9,16.783596
-0.974384,4,16.783672
-1.820816,4,16.785917
-2.520334,3,16.789873
-3.364293,11,16.791831
-2.856922,4,16.797978
-1.17918,5,16.801757
-4.650964,8,16.801816
-10.072056,13,16.80192
-1.126135,4,16.805804
10.385106,13,16.807816
5.492859,13,16.809891
-2.568604,3,16.812071
-4.746938,15,16.813887
-0.535471,6,16.813991
-1.94546,6,16.814039
-3.691307,4,16.816139
-1.501792,4,16.821928
0.369059,5,16.823807
-2.4965,4,16.831465
16.274631,24,16.831549
-8.819059,15,16.831807
-4.49515,7,16.835646
3.49491,10,16.835801
-0.641117,13,16.837734
-6.452426,15,16.843445
-0.648435,6,16.847246
-1.582431,8,16.847274
-1.407165,9,16.84911
-5.121807,6,16.849165
2.382216,10,16.851336
-3.597072,5,16.853242
-2.076464,4,16.855338
-1.867885,4,16.857253
-1.22712,14,16.862972
-1.1356,4,16.86507
-2.299848,6,16.865566
-1.013228,8,16.86764
4.824179,10,16.867836
-3.632704,3,16.871893
-0.894719,10,16.875821
-1.69742,6,16.875835
-2.14474,5,16.876101
-3.440022,3,16.882119
2.653508,17,16.884164
-4.124013,9,16.88613
