# {"t_start": 1587022198.6629272, "env_id": "DartHopperPT-v1"} 
r,l,t
4417.282063,1000,6183.695372
409.241885,140,6183.827152
166.81381,81,6183.902039
2010.512896,432,6184.573879
262.084014,103,6184.661995
428.749256,151,6184.797757
4278.998959,974,6185.686438
3946.44977,1000,6187.069813
886.09467,392,6187.464731
836.737139,227,6187.687558
950.618527,257,6187.919146
4638.952466,1000,6189.101678
4242.242827,1000,6190.021381
2286.33196,625,6190.619047
4489.248601,1000,6191.795375
1396.218407,371,6192.210816
4751.323134,1000,6193.530141
321.56961,125,6193.642066
1029.001835,269,6193.881474
488.073241,178,6194.033703
183.624571,82,6194.107969
1371.775534,353,6194.459412
396.068705,129,6194.573796
1988.698664,429,6194.967822
107.656252,62,6195.020716
588.861915,191,6195.528116
827.668374,249,6195.746263
3456.14939,738,6196.420593
1741.735617,469,6196.854873
5038.640927,1000,6198.239467
466.183651,158,6198.388109
4373.751866,1000,6199.305821
4558.233761,878,6200.393253
272.633706,99,6200.484393
540.749067,182,6200.6429
4796.556003,1000,6201.556135
1271.780129,288,6202.126659
174.035234,93,6202.239811
1591.733502,348,6202.549291
910.968457,337,6202.853207
4568.688892,1000,6203.869691
2703.377491,599,6204.72763
1646.113059,424,6205.11214
1079.994383,364,6205.432498
333.970103,134,6205.54961
1620.65999,355,6205.865396
239.448926,114,6205.966241
114.431505,52,6206.012983
4678.044975,1000,6207.226067
4751.487359,1000,6208.151442
515.156726,160,6208.575825
312.888502,131,6208.689535
813.443875,226,6208.887832
87.154875,39,6208.926493
1099.944376,383,6209.368276
104.422291,49,6209.415494
163.410936,79,6209.495645
622.129732,203,6209.672917
800.438031,314,6209.966998
514.235395,192,6210.145264
165.898755,81,6210.222149
104.657601,47,6210.268604
4576.311079,1000,6211.507444
1380.057412,295,6211.780267
428.738807,144,6211.909776
2520.471562,616,6212.485511
90.043951,40,6212.52274
550.052758,174,6212.99685
4338.417072,812,6213.740742
329.962024,136,6213.85428
444.391119,188,6214.01462
428.52515,143,6214.144345
5000.858763,1000,6215.450755
4865.282647,1000,6216.484527
1114.666198,267,6216.749819
89.920143,41,6216.788765
697.337347,259,6217.025733
749.20042,241,6217.533381
3061.544235,704,6218.174561
4652.880714,947,6219.078113
870.149667,240,6219.563036
4403.837137,1000,6220.538778
1133.765797,358,6220.970843
1907.162667,453,6221.417518
537.555796,241,6221.900617
3270.527834,666,6222.526846
3813.033451,893,6223.333567
4167.879956,1000,6224.560002
713.350761,230,6224.774862
4406.657088,1000,6225.753105
442.894987,159,6226.205515
228.074897,105,6226.29096
403.999685,134,6226.40795
4552.431859,1000,6227.408881
2313.43416,603,6227.991252
4542.003814,1000,6229.257568
2042.145502,457,6229.667103
1114.644958,290,6229.922562
483.934597,191,6230.119324
781.525688,238,6230.654146
1761.890628,543,6231.167035
4527.815289,1000,6232.087539
2748.942961,560,6232.980021
544.180087,183,6233.15025
542.754158,172,6233.296781
673.355557,183,6233.456248
1285.072368,404,6233.8286
1715.268779,479,6234.254721
75.395354,42,6234.293976
201.1484,101,6234.387346
763.456112,221,6234.602443
2557.782388,617,6235.471846
653.968836,260,6235.73637
844.031311,262,6235.97944
715.827071,236,6236.17991
1458.803284,381,6236.534022
3362.502081,1000,6237.74395
3697.155798,808,6238.53319
543.974231,180,6238.688839
3864.417946,1000,6240.071882
374.815996,135,6240.195113
681.719333,205,6240.416371
300.234958,129,6240.526491
1511.837688,450,6240.936002
4666.777853,1000,6242.164174
564.869604,221,6242.360196
421.003635,153,6242.495303
85.785067,39,6242.529548
121.64293,57,6242.590013
1762.4113,454,6243.009673
474.534454,187,6243.178686
1841.132684,441,6243.852299
4399.007941,1000,6244.861317
531.875205,177,6245.031972
2487.642925,554,6245.530727
4084.504965,1000,6246.721393
5008.429183,1000,6247.732137
493.980327,185,6248.171523
986.540632,253,6248.39729
4699.516002,1000,6249.306695
585.71549,201,6249.486118
544.549465,189,6249.738353
996.21579,253,6249.963962
4249.737841,1000,6251.206535
4054.496118,1000,6252.173038
508.25668,242,6252.648206
1100.070331,318,6252.924995
3403.880386,815,6253.690747
4162.346485,1000,6254.985202
860.453074,252,6255.210622
4751.095582,1000,6256.179204
552.995674,187,6256.356312
457.345768,154,6256.494422
1038.570595,258,6257.070797
691.15956,248,6257.310118
522.641097,193,6257.488406
303.704006,136,6257.616284
5360.437145,998,6258.532441
669.24024,204,6258.713302
512.644514,207,6259.202545
4532.545874,1000,6260.129489
834.456352,266,6260.372566
448.966943,141,6260.505663
1671.374914,430,6261.215402
4953.603659,1000,6262.26467
179.104544,87,6262.367095
3828.47714,760,6263.067577
4622.422158,1000,6264.299928
71.050211,36,6264.334193
78.910256,37,6264.366301
638.650323,255,6264.593678
442.919124,166,6264.749487
4986.580708,1000,6265.949111
4972.042458,1000,6266.878474
162.341549,82,6266.952865
710.840861,239,6267.178216
4975.033189,972,6268.409691
589.725243,262,6268.657909
4783.207324,1000,6269.588646
1292.202001,323,6270.139753
1745.107962,440,6270.540654
390.826529,204,6270.713802
885.887471,254,6270.944281
2628.384433,539,6271.424896
2806.788729,549,6272.244399
3150.253278,717,6273.008781
377.457801,131,6273.13221
3504.336733,747,6273.893071
1741.304344,385,6274.551965
2652.555131,789,6275.306646
78.715414,37,6275.341653
485.247966,190,6275.504046
294.822769,119,6275.612585
4389.720548,1000,6276.873558
87.692518,40,6276.912326
408.041988,173,6277.064258
1347.328892,366,6277.38548
86.155164,39,6277.420282
1201.392025,290,6277.720489
86.566591,39,6277.754675
927.046962,288,6278.037065
193.295067,83,6278.11183
128.069222,72,6278.179503
789.221344,244,6278.407406
271.517706,106,6278.809868
1019.100289,388,6279.159353
2459.726133,544,6279.664888
437.35786,146,6279.801103
2744.722639,645,6280.403022
596.776735,180,6280.565559
567.470918,212,6281.024424
729.526325,203,6281.205129
499.956152,170,6281.441937
1054.982565,294,6281.697015
4845.135854,1000,6282.703367
298.790995,146,6283.125355
205.432967,102,6283.21448
170.200676,79,6283.286927
441.949798,180,6283.45646
459.99442,207,6283.646039
528.312342,188,6283.811374
687.358244,201,6284.003861
239.681926,108,6284.100661
538.32186,180,6284.255939
82.064432,38,6284.290376
456.667721,156,6284.451795
402.190125,141,6284.597213
194.531362,89,6284.69233
281.003966,121,6284.836675
577.954471,245,6285.337647
1302.014438,456,6285.757396
398.441021,140,6285.882769
488.929116,195,6286.054087
191.75885,83,6286.144748
4516.200882,1000,6287.125211
1583.463541,353,6287.729292
4226.442465,1000,6288.772054
4751.08185,1000,6289.95991
4560.824357,1000,6290.889882
96.44967,42,6290.934236
5137.817005,1000,6292.20043
464.396706,193,6292.37694
166.430692,75,6292.447505
90.608325,41,6292.486077
692.080352,245,6292.706918
3843.440429,1000,6293.736565
850.321764,243,6294.277671
4606.552497,1000,6295.266045
1308.681227,363,6295.584048
4683.686264,1000,6296.834149
4372.409734,1000,6297.767772
397.807063,195,6297.939206
1454.914689,382,6298.728943
4763.469422,1000,6299.67685
78.455333,38,6299.71794
1447.242248,387,6300.086797
1142.205803,278,6300.330855
856.887816,316,6300.878757
730.450965,235,6301.093888
4632.878875,888,6301.88153
3701.315469,875,6302.929506
1452.667271,319,6303.205209
4415.224467,1000,6304.177177
4104.106777,1000,6305.432459
4514.095146,1000,6306.357842
848.040825,261,6306.598688
184.802589,87,6306.68257
115.839375,80,6306.751736
1846.854929,420,6307.379153
905.33023,236,6307.588971
4129.680169,1000,6308.61781
195.568754,95,6308.701572
71.215195,34,6308.731862
3980.42073,1000,6310.081791
1461.013909,336,6310.440288
1223.537409,501,6310.908959
686.83615,233,6311.124717
4601.267515,1000,6312.548099
904.083536,322,6312.854718
4569.319028,1000,6313.844965
216.869588,114,6314.261134
2795.897712,685,6314.909513
1555.349074,352,6315.309462
81.391887,38,6315.343295
1430.625225,415,6315.714961
502.773958,203,6315.887845
2126.377518,608,6316.737219
2442.108222,519,6317.201078
886.791099,329,6317.483285
4797.513676,1000,6318.761068
734.178163,229,6318.973411
1411.482698,446,6319.37375
2263.206615,554,6319.884887
1346.131394,428,6320.259137
1451.410062,404,6320.904842
460.611106,191,6321.075513
998.840763,282,6321.329558
485.661261,206,6321.515747
955.36791,367,6321.840364
4272.928829,1000,6323.255321
1504.030656,339,6323.580621
704.168723,246,6323.805476
1554.161786,411,6324.188644
1335.207979,425,6324.574108
741.257851,256,6325.084133
5031.638654,1000,6326.066789
727.629999,243,6326.285418
188.695165,103,6326.375459
2016.62644,427,6326.749516
4629.91313,1000,6327.992101
4646.313545,1000,6329.054604
865.146919,274,6329.670884
942.351009,298,6329.985482
450.984099,183,6330.183016
4394.714427,1000,6331.145892
4588.075028,1000,6332.319591
892.948958,228,6332.533246
4816.740313,1000,6333.422095
637.363066,248,6333.887174
459.629119,199,6334.053113
125.907842,58,6334.120079
277.599398,134,6334.262509
447.898437,146,6334.416049
630.684844,204,6334.602865
77.881966,36,6334.633593
938.201129,246,6334.840096
1102.043819,398,6335.191882
74.439287,35,6335.222606
979.488963,301,6335.486362
4069.214422,1000,6336.70998
368.442337,160,6336.857149
282.784824,125,6336.961444
4938.065767,1000,6338.152493
1074.777362,271,6338.400402
1744.108151,354,6338.714823
3664.003549,1000,6339.647691
5051.36851,1000,6340.882605
2165.795997,547,6341.483062
2759.046225,592,6342.063218
2255.192999,507,6342.82951
1860.515009,403,6343.213155
884.651181,275,6343.467656
426.235969,163,6343.624475
206.649722,94,6343.743005
4345.950473,1000,6344.968624
645.162015,191,6345.150167
375.548881,152,6345.290424
217.054799,101,6345.387966
1231.206014,325,6345.692325
82.878176,39,6345.7284
438.980499,203,6345.913228
1066.261271,279,6346.165892
94.675109,42,6346.20453
1293.751859,357,6346.546908
2781.240615,611,6347.415394
4524.493458,1000,6348.411131
386.701755,147,6348.537987
131.018979,71,6348.599546
195.302443,91,6348.683353
4766.043195,1000,6349.970206
402.836661,159,6350.121047
84.080609,41,6350.156733
1552.010039,378,6350.491917
198.101609,91,6350.569111
92.909017,44,6350.609343
762.07183,230,6350.815829
1539.097714,422,6351.525918
1063.550791,309,6351.805893
518.731982,236,6352.013034
4380.842364,1000,6352.949043
322.834564,123,6353.056231
3847.529475,726,6354.015175
2494.506822,538,6354.564698
855.973971,272,6354.812982
2689.410505,584,6355.604548
351.558457,157,6355.736721
434.973818,191,6355.916951
67.003652,34,6355.966028
4278.991112,1000,6356.976098
665.894335,222,6357.168835
79.945561,38,6357.201576
1918.961916,472,6357.893655
434.046592,182,6358.058348
640.328436,249,6358.317432
91.666132,42,6358.356041
1034.411005,310,6358.640559
441.220395,194,6358.822953
4447.389849,1000,6360.067503
164.201465,84,6360.146873
80.636811,37,6360.17938
1064.652299,354,6360.587225
871.162134,344,6360.88822
98.99982,43,6360.92939
329.58885,142,6361.061117
679.362409,238,6361.276836
5030.687154,1000,6362.535255
1604.613824,394,6362.903792
1573.440128,353,6363.222482
865.158461,260,6363.454938
747.700517,232,6363.673907
600.639621,278,6363.91432
4293.657696,1000,6365.178802
430.432498,191,6365.350506
1742.587184,401,6365.733748
277.528495,115,6365.837063
2170.427064,478,6366.536972
4611.765597,1000,6367.537264
4531.264424,1000,6368.738993
680.921706,293,6369.011937
500.59308,164,6369.168278
2806.049037,681,6369.784316
2184.369372,534,6370.266761
628.700515,200,6370.453876
5044.021108,1000,6371.719665
357.499209,173,6371.882347
3366.955184,670,6372.584548
594.391418,205,6373.093008
1032.990176,326,6373.400345
4607.6444,1000,6374.37841
4388.686105,1000,6375.607243
2782.880964,549,6376.102023
4052.243811,1000,6377.035736
4138.430516,1000,6378.434265
338.072018,146,6378.56151
4469.052335,833,6379.297472
274.596575,113,6379.405771
695.300946,240,6379.885996
342.661909,143,6380.010876
488.838996,189,6380.177941
775.313566,273,6380.462479
574.028621,204,6380.64779
1185.500784,294,6380.947519
441.320618,165,6381.09025
4601.764797,1000,6382.295409
262.268695,127,6382.415802
3321.635772,663,6383.032696
201.766807,96,6383.121727
4931.473765,1000,6384.406647
882.605625,262,6384.641654
5162.044369,1000,6385.535095
4158.006475,838,6386.559303
2576.52056,615,6387.126322
696.875452,232,6387.344737
484.849955,201,6387.526407
868.362086,331,6387.827171
1611.493624,371,6388.48899
4760.655837,1000,6389.491613
366.594289,166,6389.636784
4208.662389,1000,6390.873084
802.075873,285,6391.126223
539.442504,200,6391.302419
685.318205,280,6391.541795
686.47635,221,6391.74255
2760.200928,660,6392.661365
276.55727,112,6392.761106
3779.895168,1000,6393.727095
344.031732,137,6393.864678
640.527515,297,6394.125879
5003.91918,1000,6395.473135
661.799799,220,6395.669183
2334.075666,512,6396.152612
974.980719,365,6396.532176
951.54501,245,6396.742998
4193.576592,1000,6398.017767
421.602505,153,6398.183702
211.850235,97,6398.288369
4075.686034,1000,6399.532538
930.234417,240,6399.801729
947.23843,256,6400.03623
4312.685942,1000,6400.989017
528.77778,216,6401.181942
1453.44981,356,6401.911763
847.344465,246,6402.145617
3507.505554,1000,6403.05001
949.829817,265,6403.333859
4495.443248,1000,6404.557962
3767.088886,762,6405.242866
4243.628041,1000,6406.564022
4502.82761,1000,6407.626619
4241.827078,1000,6408.880549
682.929132,217,6409.068713
2529.288867,784,6409.85931
871.534474,250,6410.080086
815.728816,264,6410.600266
635.113722,269,6410.862501
5411.310367,1000,6411.894453
539.347899,216,6412.096997
4995.28435,1000,6413.401224
535.770698,191,6413.581594
1713.955471,377,6413.90976
841.753923,346,6414.218272
4990.97278,1000,6415.503419
696.651136,196,6415.679724
4781.791794,1000,6416.584154
4703.864942,1000,6417.78225
1386.081058,429,6418.250062
3735.222938,1000,6419.541865
4504.85299,1000,6420.460182
5183.983404,1000,6421.639992
733.935586,257,6421.870564
1201.40594,342,6422.184794
1009.925118,299,6422.447276
223.481505,94,6422.531769
4863.64643,1000,6423.859173
2240.872855,618,6424.517902
4299.854647,1000,6425.42065
841.730709,281,6425.711811
158.864719,85,6426.123884
4812.72369,1000,6427.091492
866.531966,261,6427.348931
4804.847669,1000,6428.699488
3781.388803,826,6429.481367
3389.535641,883,6430.307569
167.845929,88,6430.683513
1331.342333,306,6430.969
4145.986126,1000,6432.014284
1864.307727,423,6432.394508
3313.823316,912,6433.520145
1657.079268,460,6434.037945
5109.379854,1000,6435.263005
4247.235093,1000,6436.20265
4186.721789,1000,6437.444849
4186.012597,1000,6438.374059
4641.06893,1000,6439.639556
4504.194682,1000,6440.561176
4353.52451,1000,6441.838413
77.334208,38,6441.874484
3758.380458,1000,6442.809452
5001.905566,1000,6444.127627
116.884389,71,6444.190751
301.111635,150,6444.329102
840.878739,288,6444.600397
1631.565,357,6444.931984
395.388668,163,6445.128554
3962.147313,1000,6446.338107
4536.355013,1000,6447.270941
4542.765389,1000,6448.577592
91.417104,42,6448.618382
2040.567086,595,6449.227228
3643.568605,787,6449.977566
542.570528,186,6450.153474
630.991457,263,6450.659041
953.295357,349,6450.970762
994.99785,328,6451.275827
644.88251,256,6451.498536
1850.687268,427,6451.894649
788.505178,257,6452.130307
484.601165,184,6452.285314
122.127859,71,6452.351373
4237.362172,1000,6453.611902
352.5366,134,6453.736831
2428.042545,468,6454.15286
604.976804,189,6454.349563
301.996082,146,6454.4954
594.659413,237,6454.974927
783.696432,217,6455.209008
4975.65534,1000,6456.283831
4654.681689,1000,6457.483214
1292.198744,416,6457.966366
617.255099,191,6458.14582
568.404754,205,6458.360573
4904.308665,1000,6459.691607
982.064613,257,6459.930995
595.126198,234,6460.161136
459.185784,202,6460.343515
339.314464,141,6460.518917
76.857778,39,6460.554209
1609.276654,372,6460.902531
1531.414489,395,6461.353865
73.764805,40,6461.412348
3125.487157,839,6462.543356
149.072714,83,6462.617613
1501.04692,434,6463.095731
1770.182027,511,6463.607504
3685.264119,904,6464.726158
533.081152,186,6464.895576
4846.116923,1000,6465.826726
4422.330266,1000,6467.10284
772.223553,213,6467.307189
831.453753,266,6467.554802
697.772076,241,6467.793544
1126.992804,353,6468.114553
4942.794994,1000,6469.371651
100.133966,44,6469.415979
771.67363,296,6469.688219
740.608339,215,6469.877619
4349.126397,1000,6471.089778
98.035172,44,6471.130978
715.056704,295,6471.388
1203.252898,403,6471.750533
4621.633349,1000,6472.913473
831.437522,230,6473.116828
4374.025311,1000,6474.104467
4775.292378,1000,6475.339156
1784.125994,392,6475.695629
2378.305562,586,6476.218391
107.380821,66,6476.278012
4686.52634,1000,6477.528571
1042.119317,294,6477.806944
732.579326,209,6478.002571
852.68346,248,6478.217955
4745.491755,1000,6479.407138
82.420177,39,6479.444563
4040.737449,1000,6480.442334
4956.919141,1000,6481.638898
1898.780152,391,6481.997351
1353.281552,358,6482.310429
4635.229119,1000,6483.520362
3379.938728,735,6484.1834
5066.073938,1000,6485.224643
4592.957309,1000,6486.550925
937.412228,345,6486.856174
694.758605,224,6487.070635
478.224629,165,6487.223315
1838.375013,369,6487.568297
1080.413627,388,6488.231081
79.006123,39,6488.264358
667.055288,253,6488.50911
4575.910249,1000,6489.458578
1778.939504,470,6490.170146
1420.199619,414,6490.552382
956.610508,335,6490.862232
5039.995121,1000,6491.938514
439.960954,157,6492.091395
83.169698,40,6492.12532
4569.024849,1000,6493.357046
2457.366177,534,6493.881926
4524.448642,1000,6495.152592
4247.999732,1000,6496.0991
1220.387221,408,6496.466645
235.684288,117,6496.848369
587.733505,195,6497.027693
882.949181,242,6497.237838
364.660829,166,6497.376121
708.738576,218,6497.572676
664.600516,280,6497.812097
983.741759,286,6498.082629
240.460058,111,6498.188344
4785.26565,1000,6499.525448
474.921339,196,6499.706002
1273.477264,403,6500.091713
986.28425,274,6500.329849
1037.282879,264,6500.567111
950.738097,248,6500.782204
661.781178,197,6501.264872
3398.895061,846,6502.083578
1575.252075,412,6502.474265
662.84467,217,6502.687793
4025.217984,899,6503.849557
915.237268,300,6504.140259
922.320463,259,6504.376717
1360.151721,517,6504.966305
4703.470354,1000,6506.207222
1053.96454,372,6506.544483
538.70203,197,6506.723288
600.645936,226,6506.930057
185.584042,93,6507.015903
918.310268,288,6507.279392
1332.189878,337,6507.887399
329.100028,121,6507.996911
2356.586302,494,6508.471171
4727.41012,1000,6509.442243
493.608408,180,6509.613092
719.530007,221,6510.11649
608.66131,207,6510.31092
708.121036,258,6510.529848
1631.912176,388,6510.885585
4251.29192,880,6511.79692
4562.593986,1000,6513.00577
488.506557,164,6513.163326
4414.862816,1000,6514.120443
553.776696,192,6514.66043
774.219582,294,6514.921629
517.552217,173,6515.123858
4531.104444,1000,6516.159476
766.06829,245,6516.38168
2734.73504,541,6517.171601
182.95569,101,6517.338989
681.984534,211,6517.532642
5283.393987,1000,6518.470584
1673.257736,402,6519.091213
497.908032,160,6519.238662
1038.461438,259,6519.460855
2804.768471,603,6520.018194
222.252222,101,6520.107127
478.579473,168,6520.264149
1223.13912,300,6520.532785
761.236384,244,6520.751719
1146.372489,277,6521.27213
227.362251,111,6521.366783
234.184432,116,6521.462475
2738.748415,713,6522.126426
4461.76623,1000,6523.438265
3424.095338,718,6524.109273
1128.721355,385,6524.457925
859.610061,278,6524.719934
1494.992823,497,6525.573049
950.428999,260,6525.803178
1560.12864,355,6526.1244
1151.253807,372,6526.45557
2421.028218,647,6527.050156
838.180278,275,6527.318549
1183.075005,311,6527.862313
770.449531,356,6528.179097
4666.631142,1000,6529.095914
4035.287352,1000,6530.394334
379.335443,156,6530.537217
4483.182855,1000,6531.487051
460.079141,173,6531.643699
3958.810332,835,6532.684329
2945.41095,683,6533.333197
788.224123,223,6533.549178
3948.401196,1000,6534.986978
991.346006,289,6535.283604
644.868494,237,6535.510225
4626.730235,1000,6536.762841
4826.874662,1000,6537.728827
4461.405218,955,6538.939042
646.998312,232,6539.158068
4761.865819,1000,6540.223299
676.270594,238,6540.438474
556.107434,161,6540.587713
4062.435708,1000,6541.825061
4392.09293,1000,6542.792326
2254.371574,459,6543.527151
4848.252669,1000,6544.48124
1100.525245,331,6544.787007
665.710875,222,6544.9941
676.441737,253,6545.507396
3995.800161,1000,6546.633141
4647.659207,1000,6547.877513
4854.997974,1000,6548.840624
577.423044,179,6549.025697
3964.161126,1000,6550.244914
694.195633,251,6550.478076
2745.70308,543,6551.047808
449.86945,195,6551.213917
933.704153,246,6551.436229
564.192695,185,6551.597308
2935.444743,617,6552.493662
1050.539795,349,6552.807497
1590.943718,398,6553.177052
1753.949565,485,6553.623052
4393.142884,1000,6554.857125
869.438755,363,6555.173535
3554.40237,867,6555.986685
575.680242,211,6556.186303
4544.332974,1000,6557.452095
2609.282955,659,6558.10709
2196.261977,534,6558.892755
345.173973,150,6559.027625
1212.569791,282,6559.283871
3565.550006,697,6559.901452
4321.369431,1000,6561.118338
1709.846267,481,6561.568612
1832.229,427,6561.942225
3863.114972,786,6562.731601
2969.90407,662,6563.63333
1366.072811,406,6564.043374
309.807309,141,6564.16694
542.892136,204,6564.360591
4950.40414,1000,6565.546071
1078.057248,420,6565.93412
2807.377152,587,6566.45917
431.601089,191,6566.661163
1011.053475,255,6566.888578
445.613679,186,6567.353936
4145.890933,1000,6568.412457
4176.683012,1000,6569.67925
4561.597585,1000,6570.620997
828.326383,343,6570.917545
1378.668896,418,6571.30733
379.137529,167,6571.469806
4825.109548,1000,6572.784282
4951.15889,1000,6573.807103
2696.589583,582,6574.600247
669.447509,282,6574.865305
332.759959,157,6575.002528
3893.969599,1000,6575.993654
956.120636,302,6576.552064
4285.874539,1000,6577.500877
1149.900516,341,6577.852415
612.570731,239,6578.07229
855.866377,326,6578.636538
1167.97559,359,6578.964971
5140.001901,1000,6579.971178
369.463128,148,6580.108826
713.708278,253,6580.329353
4143.873383,1000,6581.579265
3962.518478,755,6582.288616
863.439413,269,6582.553038
2018.744349,667,6583.484461
4191.001634,1000,6584.479916
4938.434587,1000,6585.791688
2335.749256,535,6586.272381
590.49408,200,6586.457656
1549.167635,352,6586.839096
772.840964,293,6587.376984
4750.18997,1000,6588.291715
812.643765,274,6588.54524
1318.888817,341,6588.855502
2783.291935,661,6589.757266
4695.652096,1000,6590.898922
829.162405,260,6591.13891
4983.37378,1000,6592.350464
251.281592,188,6592.523565
4368.168541,1000,6593.47575
4828.680652,1000,6594.680288
109.235569,70,6594.749963
392.488866,158,6594.894793
4534.349096,1000,6595.94404
956.416258,280,6596.510202
4250.876746,1000,6597.437126
540.955735,209,6597.653234
459.404648,202,6597.863248
4998.318621,1000,6599.057891
1622.944763,383,6599.422453
3597.038268,783,6600.164887
4265.17231,1000,6601.495106
2273.658205,605,6602.043134
220.820373,102,6602.13497
4653.494442,1000,6603.39707
4753.995155,1000,6604.345281
4589.193909,1000,6605.521377
1497.207832,468,6605.940511
4267.390178,1000,6607.31422
735.089082,259,6607.550113
1366.829043,322,6607.835112
470.720839,201,6608.022926
907.073589,244,6608.245147
4470.064997,1000,6609.5037
2338.845838,567,6610.027071
5115.886925,1000,6610.932606
4169.437941,1000,6612.326973
3199.387436,689,6612.978825
683.143341,207,6613.196899
4742.30442,1000,6614.429065
4740.47428,1000,6615.36699
629.293241,275,6615.619067
3825.537205,1000,6616.986422
303.710043,116,6617.087966
386.063824,146,6617.218738
4940.299055,1000,6618.378351
227.662356,112,6618.475557
4823.10719,1000,6619.435271
4588.15468,1000,6620.682933
1705.74846,454,6621.108771
827.515667,259,6621.333928
113.19198,74,6621.399234
4141.118224,870,6622.27946
2107.965847,447,6622.963794
1589.688205,392,6623.339228
1081.229621,298,6623.621374
4631.647515,1000,6624.546455
4205.707343,1000,6625.777401
2238.609974,490,6626.214711
652.063569,260,6626.456893
728.989638,225,6626.647155
4530.070735,1000,6627.869428
4622.88954,1000,6628.800639
4300.040019,1000,6629.9657
201.740929,99,6630.055237
4315.000931,1000,6631.197723
1108.12536,346,6631.508006
674.061823,227,6631.710189
4773.476055,1000,6632.682031
4725.919204,1000,6633.825308
4706.468218,1000,6634.729088
1740.012091,560,6635.536284
4567.628792,1000,6636.474862
4938.98131,1000,6637.855796
463.771342,174,6638.027762
4604.653587,1000,6639.008427
2937.073959,585,6639.567592
4656.43187,1000,6640.913197
530.795452,209,6641.099066
739.074209,292,6641.349459
1219.334989,383,6641.68165
3718.510304,1000,6643.017267
973.587351,281,6643.293459
3981.715411,1000,6644.572709
1314.319554,456,6645.048489
2932.649543,623,6645.613869
139.00483,76,6645.685147
3984.37295,1000,6646.859613
4171.025328,1000,6647.763108
484.067038,191,6647.932925
5055.910696,1000,6649.158275
1965.464079,421,6649.550662
4406.458047,1000,6650.472718
4530.101466,1000,6651.767079
705.163976,240,6652.007264
264.043623,116,6652.112068
4567.650972,1000,6653.373532
1175.562457,419,6653.832926
959.578098,294,6654.106986
4791.417772,1000,6655.062058
475.029727,189,6655.484602
4017.019721,1000,6656.453892
3554.133667,841,6657.198987
4981.416081,1000,6658.44471
626.155674,198,6658.701262
3360.517233,819,6659.423457
1529.311207,372,6660.062436
402.501175,144,6660.200217
4794.999992,1000,6661.167675
684.99084,220,6661.362733
424.49829,187,6661.54251
116.644117,70,6661.60831
686.713183,256,6662.140418
4655.251069,1000,6663.098444
1635.367229,412,6663.496891
1887.147741,501,6664.230876
163.111116,94,6664.314719
4151.344635,1000,6665.395842
2565.471264,623,6665.960223
1352.810487,336,6666.556997
4733.92907,1000,6667.456866
405.103228,169,6667.609438
3461.600302,720,6668.571969
4235.083027,1000,6669.501032
1112.063957,288,6669.752187
2814.476607,693,6670.73842
246.549605,120,6670.843357
406.416511,154,6670.97962
4927.918812,1000,6671.92711
4121.705208,1000,6673.231383
391.274064,183,6673.391617
994.011922,271,6673.623044
4466.231329,1000,6674.647969
3016.518512,588,6675.499757
4946.251347,1000,6676.474808
739.377295,261,6676.721469
2005.037516,436,6677.465911
528.413595,193,6677.634093
285.808397,145,6677.762337
2637.698159,641,6678.40166
4430.550764,1000,6679.676592
915.468559,421,6680.056532
4923.564444,1000,6681.018007
697.952294,252,6681.239352
456.987616,181,6681.410633
1039.507949,357,6682.086946
2576.133476,540,6682.628621
2530.796204,594,6683.17941
2906.540411,842,6684.265387
3880.106893,1000,6685.203667
4224.409817,1000,6686.388363
139.275992,76,6686.459964
545.466022,173,6686.616839
1309.677744,317,6687.025418
595.026626,262,6687.275068
4790.672028,1000,6688.4856
1518.200602,372,6688.817933
4538.87876,1000,6689.778366
4526.361587,1000,6691.030782
524.494689,189,6691.196729
4225.422639,1000,6692.204673
233.158657,105,6692.303164
4313.853894,1000,6693.544841
2691.630717,561,6694.08696
768.033198,220,6694.284177
425.465189,176,6694.439835
4434.915238,1000,6695.673856
982.069591,367,6696.008216
921.08832,273,6696.281853
4497.176676,1000,6697.450053
4152.576186,1000,6698.452013
799.268302,221,6698.658216
652.951952,233,6698.866836
1457.157561,360,6699.494451
375.15591,137,6699.613411
631.115829,235,6699.836356
3588.093162,905,6700.775889
211.29807,98,6700.864695
419.160514,190,6701.027355
4135.386123,1000,6702.277564
821.172826,341,6702.581108
638.243543,197,6702.759376
920.380569,287,6703.009346
1165.850873,403,6703.379793
1571.082016,357,6703.996761
237.951296,107,6704.093349
2038.075082,453,6704.598235
3692.928051,1000,6705.541583
4831.264405,1000,6706.748252
357.611169,171,6706.908488
5160.600666,1000,6708.100455
887.614518,344,6708.403649
216.776057,109,6708.508936
1345.713905,381,6708.857933
2336.742503,545,6709.47761
4587.977504,1000,6710.746037
2710.044379,543,6711.218865
2873.032356,613,6711.791188
1325.312793,401,6712.15703
1952.639212,560,6712.969543
2007.793015,463,6713.376147
667.982182,248,6713.620142
1661.871446,557,6714.133006
1352.317611,335,6714.690886
119.285972,68,6714.759197
1376.045058,326,6715.05578
3232.620286,880,6715.972551
4604.83408,1000,6717.19704
496.975406,219,6717.396815
4756.266471,1000,6718.307001
3309.572405,660,6719.221099
265.818471,122,6719.342706
730.24195,204,6719.549909
2047.281238,478,6719.99687
1879.731971,475,6720.458141
