# {"t_start": 1587022198.6629272, "env_id": "DartHopperPT-v1"} 
r,l,t
442.863753,205,1225.956482
415.516268,193,1226.113581
3292.346439,706,1226.966214
3948.052464,1000,1227.83719
760.208409,299,1228.094411
2011.036529,445,1228.736086
2160.437121,502,1229.163691
441.266585,187,1229.32774
730.193445,267,1229.551437
3906.800427,815,1230.498056
4.868705,12,1230.510679
4183.711464,1000,1231.466864
4072.944373,1000,1232.591561
1985.782056,556,1233.086274
2519.507855,623,1233.616058
3443.369411,782,1234.540911
3649.250183,1000,1235.500406
537.124468,206,1235.677647
-1.669391,4,1235.681956
1627.720771,439,1236.060215
1660.065907,437,1236.712774
4637.783735,930,1237.501676
511.970204,202,1237.678273
1799.013916,469,1238.079997
420.718442,154,1238.208179
4620.01643,800,1239.174911
1123.268869,344,1239.466208
825.870456,290,1239.707325
3844.909208,1000,1240.87713
1437.550478,412,1241.234925
2967.931406,736,1241.949255
1333.056567,409,1242.319907
3829.973562,1000,1243.45873
2106.622327,554,1243.94021
2096.361706,537,1244.654773
1639.683906,408,1245.001181
2414.448234,623,1245.539779
2442.539713,524,1245.982625
2016.01581,578,1246.74329
305.476505,188,1246.911863
2536.0057,691,1247.566505
3535.546771,781,1248.238078
2572.127342,632,1249.031654
206.640704,108,1249.124325
1690.374393,494,1249.552787
1814.566272,511,1249.981945
1333.358857,353,1250.283552
-1.683081,4,1250.288276
2306.347919,597,1251.040672
454.527593,189,1251.20007
2057.950291,653,1251.757441
5109.478289,1000,1252.870974
2004.362465,550,1253.42862
2784.148143,595,1253.954814
0.025058,6,1253.962348
4722.093406,1000,1255.150397
3686.485168,1000,1256.033426
2347.34325,625,1256.812925
2274.189349,694,1257.40922
4570.580958,1000,1258.336839
2291.761221,569,1259.070767
902.724312,256,1259.288249
2530.489613,569,1259.783409
5405.582126,1000,1260.888527
3720.245599,1000,1261.79178
17.537705,20,1261.81215
3877.256404,1000,1262.9939
2742.551523,636,1263.624709
2922.366859,689,1264.22457
4005.181652,1000,1265.380958
3778.941198,1000,1266.309386
768.460603,269,1266.556364
447.567722,199,1267.032157
3865.696169,1000,1267.932756
2488.383427,862,1268.758192
4233.206891,1000,1269.869751
4124.935366,1000,1270.734633
216.788747,104,1270.821609
3976.86179,1000,1271.971317
3515.449836,1000,1272.951887
3602.157302,1000,1274.091021
536.816075,203,1274.260479
3556.022849,1000,1275.375811
4921.99444,1000,1276.229445
3592.685365,1000,1277.450568
2824.050325,707,1278.061542
3942.827306,1000,1278.937042
1850.189918,567,1279.675029
3591.604172,1000,1280.572392
3731.357768,1000,1281.722036
3873.178399,1000,1282.688861
795.962752,285,1282.94199
4801.527755,1000,1284.080095
3154.02131,1000,1285.01481
454.918881,179,1285.176368
479.117783,186,1285.591549
4800.140551,951,1286.40194
179.783078,91,1286.4815
4497.84186,1000,1287.647529
474.421356,202,1287.817233
4570.298602,1000,1288.690805
3737.363618,862,1289.690588
2552.417762,608,1290.220968
4207.998357,1000,1291.121757
1561.311327,461,1291.924576
4173.894817,1000,1292.795396
678.381617,275,1293.02924
3790.041195,794,1293.948176
4736.755955,1000,1294.842106
4048.264139,1000,1295.980899
1358.224294,411,1296.464107
705.607148,263,1296.68022
441.718449,185,1296.836689
196.567639,99,1296.920695
3758.571924,1000,1298.057558
599.001562,223,1298.258773
3665.142629,966,1299.198822
4092.710768,1000,1300.380551
3880.572371,1000,1301.363076
383.017275,179,1301.520792
607.632149,244,1301.739859
1224.866036,357,1302.32657
1337.734577,367,1302.651328
1185.288006,408,1303.011367
3604.761433,739,1303.703419
3211.40078,847,1304.887751
3760.565938,750,1305.559909
2283.576068,634,1306.494027
2477.787904,1000,1307.581412
3542.947826,1000,1308.898389
470.401291,187,1309.064579
1153.019588,373,1309.431481
3631.482688,1000,1310.417642
4446.831413,1000,1311.532914
3090.304459,1000,1312.46133
3455.789914,918,1313.704392
4120.887551,971,1314.571813
3951.099476,964,1315.714473
4015.434976,1000,1316.664499
2845.955007,714,1317.60152
3804.965267,1000,1318.672654
4925.638155,941,1319.888031
416.399397,173,1320.040141
692.474883,254,1320.258102
4202.420088,935,1321.068421
4039.426378,1000,1322.337543
3676.592703,1000,1323.323292
2986.379079,1000,1324.726621
1939.411128,536,1325.25002
3077.310034,853,1326.090562
3908.583995,1000,1327.368577
2451.761497,684,1328.052197
4005.732132,1000,1329.382741
4430.065174,1000,1330.338958
4103.543127,1000,1331.542706
4235.954619,1000,1332.446041
4093.287358,1000,1333.781505
844.392502,292,1334.047828
4021.591417,771,1334.787727
1480.674287,472,1335.50543
4025.227936,1000,1336.419476
2656.643214,676,1337.06026
3714.706755,1000,1338.241881
4064.0129,1000,1339.219595
442.049706,196,1339.395778
338.34912,174,1339.866606
1873.770364,521,1340.39122
355.159555,138,1340.520458
1962.835075,496,1341.013388
330.859026,163,1341.154819
4201.596367,1000,1342.351239
1263.631251,366,1342.676071
541.09616,252,1342.905295
4124.472393,976,1344.279596
2363.979561,1000,1345.260346
3882.266576,1000,1346.554688
727.527656,267,1346.78678
3865.57122,1000,1347.727789
4572.529026,1000,1348.945203
863.816079,258,1349.186538
921.461024,312,1349.470174
2627.15936,671,1350.188262
4736.597174,1000,1351.447127
3909.690418,1000,1352.390423
4085.452532,1000,1353.682858
1062.543531,328,1354.033982
1842.066247,435,1354.414012
4284.775904,1000,1355.664335
664.392029,275,1355.904752
1546.482413,475,1356.329525
512.337974,195,1356.50342
4819.066183,1000,1357.72411
761.21338,286,1357.991454
4047.898081,1000,1358.923459
2436.375606,572,1359.697563
4037.072882,1000,1360.676125
615.040914,262,1360.911342
1986.370524,535,1361.411296
2410.698591,545,1362.228366
4798.053648,1000,1363.134973
1621.691924,413,1363.532952
1187.494713,328,1364.090848
393.729086,174,1364.23875
1405.320039,551,1364.719738
584.9238,221,1364.908911
4455.280423,1000,1366.054663
881.742544,330,1366.359557
701.363675,227,1366.635154
782.30115,263,1366.862458
3677.23436,1000,1367.841001
536.685494,202,1368.295223
1566.971381,354,1368.611079
1177.559415,357,1368.945725
1412.118341,580,1369.50448
3000.027063,750,1370.462909
903.523556,365,1370.790615
3139.155374,1000,1371.883418
3485.334417,1000,1373.153202
237.40613,118,1373.276782
3658.940543,1000,1374.250675
2079.949363,562,1375.056416
1235.923559,368,1375.386369
868.755888,274,1375.628381
478.379131,177,1375.780318
4773.66307,1000,1376.927208
658.602118,237,1377.147197
1309.342987,468,1377.641467
1261.993872,317,1377.931036
1121.621911,450,1378.326327
2416.365059,597,1379.110758
3826.678761,987,1379.995468
2827.181284,1000,1381.31424
906.216714,358,1381.646483
2664.609322,670,1382.330477
3990.64829,1000,1383.585793
926.098432,367,1383.923944
3621.8845,1000,1384.836045
2428.220925,830,1385.869504
3689.142193,1000,1386.844669
3515.315184,1000,1388.200969
2443.795288,638,1388.875572
3364.026095,1000,1389.781272
4466.812537,973,1390.932574
3957.807238,1000,1391.843999
2036.041641,515,1392.648324
3398.628185,725,1393.29719
749.882016,340,1393.620338
3813.68796,1000,1394.893664
3613.604554,1000,1395.845691
1999.972258,497,1396.623293
3684.104902,1000,1397.552535
1519.320753,506,1398.001345
3229.732377,1000,1399.26566
286.648534,129,1399.378929
367.999843,165,1399.535022
1700.912115,491,1399.981174
2085.213459,545,1400.474921
3607.704742,1000,1401.737027
490.979115,218,1401.927798
1605.671,428,1402.311941
3887.994287,1000,1403.504059
1160.123553,364,1403.833574
3769.219476,1000,1404.741693
2823.843352,745,1405.778548
3490.827087,939,1406.685441
3723.038706,1000,1407.908923
2074.950105,480,1408.35204
202.291345,99,1408.440243
218.138304,106,1408.539302
4239.482209,1000,1409.778229
4825.935383,1000,1410.75679
2662.539214,662,1411.369229
2226.22727,612,1412.255656
434.010527,199,1412.429661
2816.637822,706,1413.040536
633.507027,231,1413.235754
1060.228153,345,1413.548158
671.709664,228,1414.051037
3231.486874,779,1414.746847
901.561373,292,1415.018039
1481.492432,466,1415.45156
3620.354802,1000,1416.728558
3950.503316,1000,1417.639665
4269.747518,1000,1418.947237
1261.613315,380,1419.290081
2119.620656,589,1419.866813
3289.146044,810,1420.996054
3715.406218,1000,1422.084131
1141.996271,338,1422.394987
1470.870376,430,1423.06909
3727.747118,1000,1423.983468
4438.626311,1000,1425.183052
3820.842343,898,1426.004015
479.907918,238,1426.214944
1928.701168,497,1426.661669
1311.333981,355,1427.260606
204.32949,101,1427.350239
1930.961138,556,1427.952002
4038.841921,1000,1428.940397
727.229806,270,1429.437768
3410.59953,735,1430.090093
2876.287196,750,1430.770754
1714.928026,468,1431.502717
597.043587,279,1431.75298
417.780513,185,1431.917253
532.840876,229,1432.115113
433.957442,155,1432.252064
3351.790124,956,1433.09604
3580.423772,1000,1434.408074
678.815654,232,1434.621949
1905.282051,560,1435.119785
3968.265589,1000,1436.356645
4201.562508,1000,1437.333733
1418.930455,409,1437.990484
2031.066705,542,1438.482599
2474.966704,625,1439.134989
2715.165455,807,1440.199551
2188.701683,528,1440.724102
1644.184127,521,1441.247934
3159.893877,713,1442.020475
1606.423408,457,1442.713371
1263.823863,377,1443.048702
2295.304538,817,1443.779051
2070.473731,617,1444.763309
3833.897249,1000,1445.741522
2638.703058,836,1446.751349
2641.815545,689,1447.39032
1937.711853,517,1447.859337
4222.930653,1000,1449.039964
689.192784,273,1449.281634
3658.511157,1000,1450.26992
1404.030176,363,1450.628955
510.953815,219,1451.095443
671.402389,229,1451.303719
750.583232,259,1451.531323
1390.582061,458,1451.950568
197.341442,100,1452.045242
671.278983,233,1452.242144
2160.262303,599,1452.789507
3649.37259,1000,1454.020746
3558.373991,896,1454.823508
647.848987,260,1455.329629
4240.406726,1000,1456.314706
1567.338254,443,1456.765486
1987.682433,570,1457.553876
3763.640855,1000,1458.534981
4037.119681,1000,1459.722139
134.163055,74,1459.787941
166.050629,89,1459.865681
1534.618108,461,1460.313363
1707.43946,451,1460.710288
2033.253776,452,1461.106149
3088.354841,820,1462.208625
689.330985,255,1462.44212
4033.605347,1000,1463.443946
4221.748284,1000,1464.690445
1737.515118,533,1465.169165
3892.506523,964,1466.422826
1757.733039,495,1466.910715
277.966852,137,1467.030942
1266.415331,374,1467.361013
692.487982,276,1467.687817
4231.797373,1000,1468.857989
574.216295,231,1469.09865
2088.511808,596,1469.639351
4043.026281,1000,1470.835143
2425.372033,483,1471.268703
1247.601412,431,1471.680267
3828.196173,1000,1472.970134
4411.731997,1000,1473.867486
1276.262645,439,1474.254892
1998.839003,541,1475.023181
256.275911,125,1475.138016
3023.735187,821,1475.890102
3048.041399,853,1476.953457
2098.669856,465,1477.432793
735.721074,281,1477.706973
3050.677538,1000,1478.627402
3879.231075,1000,1480.030823
3948.1548,1000,1481.015944
1287.519508,383,1481.723524
3570.820975,1000,1482.700829
1242.439211,364,1483.031282
1102.20068,474,1483.461498
3897.366002,1000,1484.708043
2039.322721,492,1485.248675
1795.092827,441,1485.632856
1547.827258,462,1486.311783
2068.428641,529,1486.782961
318.231445,133,1486.897739
3745.108667,1000,1488.214083
3993.286251,1000,1489.143197
1602.334099,500,1489.661145
3722.833854,1000,1490.973295
1418.886095,390,1491.329454
1105.121841,339,1491.639477
919.038373,292,1491.892614
548.17555,217,1492.0931
266.16964,132,1492.211195
3789.882423,1000,1493.421361
95.962108,72,1493.485639
2005.840575,548,1494.003396
487.056482,200,1494.178974
3171.833891,835,1495.265782
1465.092875,427,1495.653462
4319.475218,1000,1496.657595
3620.312423,1000,1497.856776
4254.602483,1000,1498.795275
327.414862,166,1499.201809
922.247001,360,1499.556872
154.985865,90,1499.667104
2425.165968,626,1500.231796
835.628898,275,1500.489832
916.658798,301,1500.762958
4147.109263,1000,1502.109182
1690.385955,523,1502.641057
4266.832828,1000,1503.823639
3394.106484,1000,1504.785499
1121.619486,393,1505.149009
478.830567,173,1505.309449
547.85996,219,1505.818509
1774.823942,487,1506.274641
1048.835967,357,1506.611572
0.555367,6,1506.618645
3984.857201,1000,1507.671264
3783.988081,1000,1508.938222
2303.510542,589,1509.481337
472.374746,201,1509.667887
4067.173152,1000,1510.908743
2571.199037,636,1511.487468
4018.11775,1000,1512.744298
3656.753004,1000,1513.778843
85.312511,43,1513.82019
894.413241,264,1514.057288
1161.688107,332,1514.647044
307.957506,188,1514.817638
1181.313748,381,1515.207648
252.955635,131,1515.316136
998.007909,429,1515.757773
1462.83815,387,1516.094013
583.401831,264,1516.327271
4111.828862,1000,1517.578298
3882.963813,1000,1518.532544
1101.802645,305,1519.089667
482.972532,235,1519.373138
4015.967285,1000,1520.284846
973.57704,432,1520.667796
842.283888,249,1521.19433
1740.864561,477,1521.615977
1045.323754,298,1521.90076
3765.624997,1000,1522.843666
391.547582,163,1522.983278
3691.458111,1000,1524.194034
2014.369004,512,1524.719254
2057.427299,554,1525.531186
3986.462212,1000,1526.427476
206.963341,103,1526.524203
703.83793,248,1526.736554
3023.915371,681,1527.667885
806.099457,309,1527.934333
608.439755,202,1528.114248
1935.788062,609,1528.677369
4159.46194,1000,1529.858934
630.418749,218,1530.055969
1626.868435,398,1530.422396
3393.001519,1000,1531.492792
1112.623322,320,1532.05191
1721.321899,469,1532.46161
1637.482759,425,1532.875385
3949.2118,1000,1534.107444
2076.572298,488,1534.551705
1237.511306,407,1534.938707
1431.045864,386,1535.321925
520.179156,221,1535.520832
510.024487,194,1535.721421
271.681868,124,1535.828995
2995.451473,864,1537.012733
414.55536,189,1537.176379
4067.761256,1000,1538.124326
961.457646,296,1538.648199
1279.284772,366,1538.956515
621.494356,224,1539.152757
519.780631,205,1539.332855
4207.57386,1000,1540.301573
3023.027993,792,1541.307735
3004.619292,772,1542.110927
827.983608,289,1542.381114
1277.50638,338,1542.996494
3879.688932,1000,1543.941417
1274.735877,370,1544.280824
1988.541531,528,1545.021512
1224.58417,355,1545.383565
1149.546574,367,1545.716938
2158.493389,547,1546.217271
674.336914,249,1546.450667
624.996252,227,1546.674481
2419.26651,567,1547.487193
1243.322285,406,1547.878994
2769.322143,599,1548.465168
1687.412582,505,1549.018019
889.386072,276,1549.638126
968.873381,296,1549.913001
4498.206346,1000,1550.833618
731.31003,272,1551.078191
1716.227511,512,1551.912889
4064.606339,993,1552.829086
3577.347371,1000,1554.04884
960.01603,319,1554.334366
3571.796002,1000,1555.375487
1091.411792,307,1555.642632
1775.913311,488,1556.39492
610.912234,234,1556.635138
397.195443,175,1556.841557
329.160755,147,1556.966203
471.109863,196,1557.155152
1364.679345,426,1557.548623
3507.425518,979,1558.734493
1118.0897,349,1559.056457
635.569747,232,1559.253674
282.04594,133,1559.363884
4253.689794,1000,1560.61413
2854.690796,773,1561.419165
4158.016912,1000,1562.657578
3799.59601,1000,1563.651186
2764.22088,699,1564.311608
3893.681936,950,1565.464342
2802.775156,774,1566.192311
4025.05287,1000,1567.600993
136.712822,80,1567.673717
477.170406,200,1567.843792
256.147623,126,1567.950734
3917.390668,1000,1568.905788
401.576912,164,1569.061238
3311.409523,785,1570.039635
3794.636129,1000,1571.010704
1098.060536,327,1571.61725
2246.370455,542,1572.193548
1336.884137,380,1572.581831
935.976545,300,1572.854872
855.388406,267,1573.099656
951.435143,306,1573.369526
1809.005481,546,1574.170227
3607.514568,1000,1575.079953
4152.215429,1000,1576.277794
389.734121,168,1576.426929
608.545015,245,1576.646658
4039.021333,1000,1577.746718
687.238244,244,1578.345926
1097.226691,298,1578.657946
4034.234699,1000,1579.599858
586.940846,215,1579.785934
4384.851435,1000,1581.002866
652.466075,281,1581.263566
838.448707,308,1581.553095
3910.532112,1000,1582.757389
204.705074,101,1582.857534
3772.639114,1000,1583.910325
930.164319,346,1584.242267
3774.244599,931,1585.3991
12.945543,12,1585.41288
977.393245,314,1585.683326
4064.348552,1000,1586.613147
5046.51207,994,1587.754363
3962.517983,1000,1588.723129
506.555957,229,1589.181091
863.844464,300,1589.486349
811.329328,255,1589.696519
2592.241501,697,1590.309479
4211.496356,1000,1591.452919
4326.287599,1000,1592.348927
4240.247474,1000,1593.596246
3482.342907,1000,1594.502065
3900.144749,1000,1595.717311
4254.422256,1000,1596.598354
3874.181417,1000,1597.767637
729.463019,232,1597.98853
4030.000134,1000,1599.05461
3946.606518,1000,1600.400136
1753.037276,520,1600.892425
2048.353664,599,1601.482144
3389.364744,773,1602.561029
3592.708962,1000,1603.679113
2677.524612,773,1604.721677
1241.097575,347,1605.058874
2368.521718,557,1605.553181
2692.40212,696,1606.191239
2050.101197,615,1607.038255
624.768552,216,1607.23487
2511.968814,650,1607.843963
1178.730269,348,1608.175186
138.702934,78,1608.242283
1841.619587,489,1608.976184
716.425642,264,1609.204147
3670.120559,1000,1610.167417
961.907898,296,1610.453112
2225.394387,659,1611.325675
3889.574861,1000,1612.227173
1188.853043,338,1612.574275
4000.357152,1000,1613.900207
209.059758,105,1613.995751
1168.872761,370,1614.339679
775.343095,285,1614.580533
1180.029762,387,1615.031069
1552.575556,409,1615.68519
1125.766114,324,1615.970985
4298.157199,1000,1616.903933
4292.412041,1000,1618.11564
726.022525,240,1618.32147
4432.347464,1000,1619.292857
4589.596364,1000,1620.559171
3340.472625,882,1621.434861
1470.489612,420,1622.13862
3990.689143,954,1623.052218
410.412381,181,1623.232475
1288.124385,379,1623.573159
3493.007863,745,1624.601226
635.867551,227,1624.805397
626.587846,251,1625.021187
3815.181816,1000,1626.029128
86.263296,42,1626.341008
4342.342771,1000,1627.319944
4632.131677,1000,1628.530752
609.34091,246,1628.745237
1011.301751,326,1629.036298
524.03706,199,1629.201675
1467.103007,439,1629.613367
3852.833296,1000,1630.834028
2737.120149,618,1631.404561
3221.949023,698,1632.128597
953.538808,284,1632.418345
130.776171,97,1632.500636
1165.773274,360,1633.115224
646.452327,238,1633.325545
3793.773191,1000,1634.290808
3810.911922,1000,1635.565099
910.739835,284,1635.818308
3782.356861,1000,1636.874582
306.081959,134,1636.997854
4241.236241,1000,1638.270785
1513.037314,414,1638.654372
3943.335022,1000,1639.920583
3465.759732,794,1640.724965
866.119941,285,1640.969942
854.679929,332,1641.261141
317.41145,150,1641.397988
323.281798,159,1641.816078
1738.416724,531,1642.332545
416.643107,178,1642.517511
3369.315374,740,1643.346862
1338.770162,394,1643.705238
3717.326345,1000,1644.912981
271.363003,141,1645.03872
1432.041555,421,1645.419504
86.495074,42,1645.457385
83.381773,41,1645.491457
1195.276705,364,1645.811566
1174.123925,367,1646.467384
1725.09919,486,1646.952396
4025.24429,1000,1647.841987
3923.595774,1000,1649.158962
788.925584,357,1649.530036
85.143392,44,1649.567888
4720.559308,1000,1650.78137
800.491209,268,1651.009878
3718.539677,1000,1651.944265
723.685383,308,1652.220002
4507.426547,1000,1653.394627
243.724609,114,1653.495935
300.612778,147,1653.625676
3787.238933,1000,1654.932748
640.999367,277,1655.186172
4042.572833,1000,1656.124562
3803.334475,1000,1657.34783
1646.993166,420,1657.729431
316.132025,174,1657.927278
3886.419984,1000,1658.890614
1362.98358,403,1659.586936
3659.60931,1000,1660.618783
3705.926758,1000,1661.830365
332.631294,156,1662.02187
2281.0455,586,1662.576612
418.046085,183,1662.738355
3735.144288,1000,1663.970486
2521.386208,620,1664.540748
4509.865937,1000,1665.569065
664.854478,238,1666.066362
4375.78282,1000,1666.984904
418.3899,192,1667.152814
3894.864633,1000,1668.443461
3761.083035,1000,1669.455232
613.445624,290,1669.721481
210.186677,114,1669.820962
3866.30817,1000,1671.183399
3791.494163,1000,1672.143142
1518.790116,463,1672.912735
242.040251,120,1673.027386
1797.341166,453,1673.435043
624.16812,237,1673.647785
1061.24359,308,1673.948805
161.735024,116,1674.058681
282.645916,123,1674.173145
3604.1743,1000,1675.447561
2801.565578,694,1676.064492
1298.841157,437,1676.493853
3589.105227,771,1677.635065
3699.431862,1000,1678.557344
4092.309072,1000,1679.77012
3669.868929,1000,1680.687933
2639.440995,618,1681.574056
2320.328126,713,1682.231958
1057.76394,327,1682.541022
650.41064,269,1682.893462
4035.678376,1000,1684.101418
869.534968,266,1684.342294
3572.103939,1000,1685.243321
3414.721893,1000,1686.429119
526.494366,230,1686.645945
246.226566,114,1686.758705
85.107261,43,1686.798053
589.460695,219,1686.997754
347.626367,170,1687.14741
3583.875621,1000,1688.392502
184.317555,93,1688.475548
403.531194,173,1688.637134
508.340146,231,1688.852988
3492.363677,1000,1689.756042
3673.835744,1000,1690.966697
4564.421718,1000,1691.906249
760.231895,314,1692.448624
2450.018566,639,1693.045444
3616.229967,1000,1694.068702
504.009438,188,1694.522986
2516.365719,889,1695.403426
841.831505,271,1695.649287
1809.973846,545,1696.113873
2739.915253,659,1697.036083
692.004742,291,1697.297219
82.615194,39,1697.329666
1024.235683,401,1697.73653
2799.471544,630,1698.339739
2163.459635,721,1699.321308
3781.976791,1000,1700.366851
3966.434925,1000,1701.540121
934.409007,274,1701.786912
86.47861,42,1701.82646
4080.931405,1000,1702.711037
3405.258444,1000,1703.925206
426.32442,192,1704.091133
3763.025519,1000,1705.07439
1018.738627,292,1705.650858
1119.339619,311,1705.92142
1062.510707,307,1706.200528
1806.32982,446,1706.657893
1148.979417,369,1706.978402
1189.178341,343,1707.547518
79.646202,44,1707.585124
4227.984198,1000,1708.530429
4288.039993,1000,1709.728413
670.671529,222,1709.98852
1370.655829,369,1710.323904
687.750668,251,1710.572797
633.587599,261,1710.801518
3573.284679,1000,1712.097178
593.506112,271,1712.377748
106.948014,49,1712.421361
2633.373256,629,1712.971337
2279.280857,520,1713.454273
3691.172118,1000,1714.615079
3278.204445,723,1715.350352
978.611211,316,1715.637701
415.381015,161,1715.787754
1302.518861,475,1716.498986
1157.820869,341,1716.821312
264.41881,120,1716.925926
4020.483729,1000,1717.903815
527.346273,177,1718.081757
1753.391092,428,1718.740761
1370.089107,380,1719.078657
642.940146,238,1719.291298
1705.889413,512,1719.765829
2969.823235,747,1720.776545
4202.54803,1000,1721.697941
1977.051585,486,1722.119699
1633.396686,438,1722.784868
3704.016268,1000,1723.794975
4064.633615,1000,1725.022054
3668.289516,1000,1726.009618
222.350594,110,1726.110162
923.83384,305,1726.379822
839.766824,332,1726.680799
3145.887525,911,1727.787685
3457.581023,1000,1728.760416
2707.149249,667,1729.748804
682.331287,243,1730.013366
222.831873,117,1730.133333
946.999358,308,1730.393172
3565.429169,763,1731.076351
2.418367,6,1731.083974
553.634209,253,1731.601666
3940.577003,1000,1732.504044
2500.923692,786,1733.500551
84.898931,39,1733.535895
1902.542649,439,1733.922435
3683.164772,1000,1734.975096
2499.244044,608,1735.808811
4369.339051,1000,1736.778894
79.345213,41,1736.823008
3757.567221,1000,1738.015883
85.043428,42,1738.056257
84.69915,42,1738.093108
3801.491052,1000,1739.015947
1258.099497,399,1739.483968
4034.511238,1000,1740.658417
1707.064984,414,1741.058026
94.082087,44,1741.09714
947.148698,338,1741.433712
4312.384406,1000,1742.680526
797.913195,235,1742.895413
1557.159984,452,1743.310148
2296.563108,692,1743.966824
3514.043017,764,1745.031462
2419.629479,586,1745.554698
4246.227531,1000,1746.77587
1243.519843,345,1747.108191
3789.971216,1000,1748.041158
438.481526,185,1748.20067
1791.082354,397,1748.828451
731.559259,265,1749.064828
3764.399557,1000,1750.01987
3902.431134,1000,1751.297105
640.391482,284,1751.578616
3509.185548,784,1752.299505
2295.441763,572,1752.815889
242.512129,130,1753.315443
2651.955702,599,1753.871753
87.593953,43,1753.920949
79.655097,43,1753.95571
650.606533,262,1754.189476
513.751679,205,1754.411227
3988.373466,892,1755.621603
957.695932,306,1755.888299
1621.071637,419,1756.263127
3808.619147,1000,1757.278167
358.407247,168,1757.773396
3796.823957,1000,1758.686718
188.858839,98,1758.776746
547.570716,237,1758.980183
3990.189639,1000,1760.238026
446.466403,154,1760.379128
3751.583574,834,1761.114794
3450.229965,728,1762.170276
2424.696595,735,1762.860422
280.444358,118,1762.965138
4185.848528,1000,1763.853114
652.290318,233,1764.40102
655.687391,251,1764.659434
981.532265,280,1764.913594
2446.563314,561,1765.425257
1697.714592,409,1765.791342
603.994415,225,1765.989082
3829.422199,1000,1767.234531
1989.291946,580,1767.920331
3563.737139,808,1768.967571
189.511103,95,1769.050705
3961.800923,1000,1769.96522
3598.443615,802,1770.976177
3972.01658,1000,1771.961326
86.200498,43,1772.000419
935.432002,321,1772.317449
113.508617,83,1772.389113
3354.492086,743,1773.371503
825.99593,345,1773.76085
718.00135,243,1773.981538
2585.18148,584,1774.52346
4096.52258,1000,1775.730474
829.403624,314,1776.018156
466.321667,182,1776.172102
286.191136,136,1776.293507
79.541583,38,1776.327287
2546.369694,832,1777.317246
74.223099,38,1777.351784
151.973787,83,1777.42459
3267.220113,1000,1778.309487
861.624186,269,1778.573602
3291.164798,1000,1779.800367
324.94762,159,1779.935738
3952.19925,1000,1780.899418
603.989696,212,1781.08339
1069.187379,332,1781.647191
3025.950417,731,1782.286526
3462.656587,1000,1783.233092
1774.903871,457,1783.99967
2140.213557,487,1784.5259
726.797851,251,1784.857689
1516.424944,470,1785.373069
470.335576,174,1785.547955
1699.682402,456,1786.322193
3701.529108,1000,1787.334249
1873.507653,473,1787.771841
906.337622,316,1788.053061
3556.284755,1000,1789.315723
2146.588582,507,1789.83786
512.268027,197,1790.009345
251.891286,115,1790.139911
878.918591,295,1790.692244
1965.11593,489,1791.118282
93.131281,45,1791.156438
487.905019,172,1791.314285
1532.903261,555,1791.849117
4215.143819,1000,1793.195184
223.523931,112,1793.318118
4335.038993,1000,1794.244292
1798.04197,510,1794.707041
2874.761038,683,1795.667662
91.043066,43,1795.713722
3917.89003,1000,1796.625452
4078.225312,1000,1797.954577
3811.708369,1000,1798.908682
1467.184511,361,1799.542032
264.829217,118,1799.6427
841.554325,265,1799.886819
848.659832,375,1800.220581
440.567463,192,1800.385041
1544.630973,365,1800.707867
85.358065,41,1800.744093
91.791489,44,1800.783999
75.670483,39,1800.817184
2109.071925,577,1801.672359
1433.868842,507,1802.159845
253.396422,126,1802.282277
107.552777,48,1802.352956
3773.972708,1000,1803.284624
1770.576802,424,1803.925333
75.430924,44,1803.963808
230.251863,119,1804.069105
3254.099231,717,1804.827101
4068.371718,1000,1806.077168
4227.816606,1000,1806.975104
3707.79003,1000,1808.199141
1791.291688,424,1808.575277
4118.352062,1000,1809.592114
661.351101,252,1809.81288
964.374965,295,1810.361292
769.221212,344,1810.658951
4070.356312,885,1811.513678
1658.212385,405,1811.889037
4308.164642,1000,1813.07461
81.732911,40,1813.11305
5126.89271,1000,1814.020763
956.344738,331,1814.595438
1789.386923,561,1815.111089
3785.187197,930,1816.105016
1556.834154,382,1816.440817
1320.664605,359,1817.054991
86.290057,40,1817.091088
3744.261674,1000,1818.044807
4207.248022,1000,1819.268482
991.776901,299,1819.546805
2254.418617,539,1820.036961
1510.420859,430,1820.508278
79.910512,41,1820.544625
3637.319607,955,1821.780412
4197.857413,1000,1822.832479
78.48058,41,1822.869889
1566.890522,390,1823.268005
2879.457168,656,1824.240721
4146.609068,931,1825.076674
2.969956,6,1825.085805
2.892262,6,1825.091532
4422.982845,1000,1826.356684
4136.454536,933,1827.205999
4486.528804,1000,1828.524711
3656.411195,1000,1829.528123
4599.455708,912,1830.586852
1792.878957,518,1831.066414
905.154957,274,1831.32118
1500.332155,420,1831.691513
158.557937,87,1831.785167
65.131463,38,1831.819988
79.586153,42,1831.858796
3440.093103,1000,1833.244725
176.936519,99,1833.340643
1724.5587,503,1833.783825
3320.195216,848,1834.902737
1436.036825,373,1835.235908
3233.376085,900,1836.129169
1019.238021,311,1836.406323
748.641659,235,1836.931456
816.604473,329,1837.240788
97.996908,69,1837.301567
2782.95723,607,1837.88291
4238.333103,1000,1839.137597
443.262665,192,1839.30677
3497.233805,1000,1840.231945
4476.383168,1000,1841.456402
1435.761144,415,1841.840184
3931.045966,1000,1842.807991
4341.926322,955,1844.00567
1251.289211,410,1844.409382
